gvkey,Restate_Int
1004,0.032214403351245584
1045,0.7593260282510605
1050,0.008694325709771142
1072,0.02187108549844272
1075,0.007869948952195008
1078,0.007420722599647135
1094,0.016170205156960868
1104,0.00931352353388469
1117,0.009954221112191896
1121,0.007888426409004013
1161,0.07555489021229614
1173,0.01590336258509144
1209,0.007652225344800175
1210,0.01330046355943447
1224,0.1034460473266954
1225,0.10432327070948424
1230,0.008682109155293117
1234,0.008823026490507391
1254,0.008280451903157867
1266,0.009464350708912212
1327,0.05705779229271495
1356,0.00872003557205437
1380,0.008056402234748268
1382,0.09638748121271967
1388,0.07355520932487904
1397,0.008561153853212876
1408,0.008823026490507391
1410,0.009460697181332373
1429,0.16212145081620813
1439,0.008517865687151203
1440,0.007881061662612262
1468,0.019520013483646407
1496,0.02633106418175603
1533,0.008687256136635247
1554,0.5544419485044212
1559,0.011203980561454857
1562,0.017477538295723415
1585,0.007910593558669497
1598,0.00861293030395567
1602,0.019617459305357948
1613,0.009286715389095684
1632,0.008993238984980839
1633,0.008203805969716508
1634,0.01958817480869963
1635,0.014553180378983557
1650,0.017609901510445367
1659,0.009400174534517674
1678,0.007994469251082964
1682,0.007991214881221054
1686,0.9377580307030428
1689,0.3040321752688932
1690,0.07837331024936414
1704,0.011353696608959279
1706,0.008303202057406539
1712,0.00788725148760729
1722,0.09587954515563231
1728,0.009611590328488542
1743,0.014571927422552328
1745,0.30351483337209967
1773,0.00875960387822444
1783,0.009889440512914162
1794,0.009059886076889796
1820,0.017691861160906753
1823,0.00794216726557664
1837,0.007952890900799654
1860,0.007712705734302126
1864,0.02354026526296648
1891,0.0919322854078495
1913,0.007957585825984475
1919,0.008493198718169129
1920,0.007413370428687234
1926,0.9397689745051468
1951,0.009717065023592358
1968,0.01011183274886648
1974,0.009132414713143062
1976,0.007624229447296114
1979,0.008831294495169369
1988,0.008070735984108424
1995,0.2663709142864355
2044,0.008413812783095082
2049,0.008982147711160435
2061,0.008478397371077067
2073,0.017075345791591107
2080,0.009845270017390287
2086,0.011887153499644993
2100,0.03539003442839227
2101,0.010272928467443123
2111,0.06509313075110201
2124,0.010091245382202567
2136,0.011430913112370638
2150,0.010222433632973987
2154,0.008541463132308608
2184,0.944556058976802
2220,0.16971875081716475
2222,0.010225540047955502
2230,0.02127790899741834
2240,0.014777217195106362
2259,0.009885005049256945
2269,0.020385690197964126
2271,0.010233964011892402
2282,0.020205692488722993
2285,0.0097110382837401
2290,0.06056799253512038
2295,0.011199002206022896
2312,0.027618251985513657
2316,0.021512174165916276
2342,0.011218882722156268
2352,0.007994651226221382
2390,0.008302095464822593
2403,0.007782899066972121
2435,0.032785303855273576
2436,0.024554973930378334
2444,0.07604764638087695
2448,0.007182187060323521
2490,0.013831489718624723
2497,0.01721223668277156
2504,0.044299749239252464
2536,0.7281714101905096
2538,0.016987899682799953
2555,0.021115780091047788
2556,0.013277857751125223
2573,0.008086414590282837
2574,0.008824270445675055
2577,0.007920707895227764
2578,0.045742345793710816
2581,0.00762474072592711
2593,0.008130640707314968
2595,0.008042142608740106
2596,0.007303054618679059
2615,0.019874483334453692
2628,0.009678172778911356
2663,0.009638597058084963
2710,0.021751393775981634
2751,0.022489040901942703
2771,0.009092318649602448
2787,0.012952105426297064
2802,0.018518534672408403
2807,0.01682388615808883
2811,0.009577867251906218
2812,0.03807088111960963
2817,0.008194136836331778
2818,0.022957724124961477
2820,0.03764908471427156
2829,0.007890230389832675
2859,0.008376084533271145
2870,0.007789265489734072
2884,0.008802179993510989
2888,0.008816700944243652
2911,0.01590116997005442
2938,0.0234267875960446
2940,0.008796532464491764
2942,0.009045640736016715
2953,0.010860650027810498
2960,0.010371607485272091
2986,0.007821435928413506
2991,0.008236156120670544
2999,0.007938941927087717
3007,0.008332635585390944
3026,0.007591450452300067
3028,0.008463849342104826
3031,0.0086585073839117
3036,0.014849412364406987
3039,0.0074039534516506115
3062,0.039598968283466915
3093,0.008649254017244291
3105,0.014277913220758545
3107,0.008310502722132117
3121,0.008409311745146385
3129,0.009740948643198315
3138,0.008624443741663428
3144,0.007981547267004178
3153,0.008900342551268271
3157,0.0129990131601691
3158,0.008211806363527226
3170,0.007513566291465247
3184,0.04598306782238426
3198,0.06068573295521553
3203,0.00860186301089952
3218,0.01687063021004695
3226,0.008583057277718811
3246,0.008653453528048726
3270,0.007416316149208535
3275,0.008747465792830941
3278,0.031150425612090103
3310,0.019698855177498677
3336,0.020081383485864576
3342,0.007672507673154253
3358,0.008342901392458408
3362,0.050977700160292946
3369,0.021888983791916724
3392,0.04678759459293762
3394,0.00984201947952769
3399,0.053758809993298864
3416,0.00797870525885536
3424,0.060196254026142024
3439,0.008732532379740005
3465,0.008707898548206755
3469,0.008074796597346516
3502,0.008129242774507557
3504,0.00915324615399466
3505,0.008079008336999744
3532,0.013319150567767352
3556,0.012595996235345127
3570,0.0105337484644466
3580,0.00849859857674152
3594,0.00824090825148676
3607,0.01371188913467253
3612,0.008504388050570532
3619,0.021045656734608797
3622,0.03364725539255193
3639,0.02482272704358096
3647,0.04423471116020617
3650,0.00888630556453935
3662,0.011476728095292944
3708,0.01822703920795696
3734,0.030519038006868976
3735,0.009818695906547506
3761,0.010645458572661656
3785,0.05419945814753031
3801,0.03643573519008052
3806,0.010022287975137985
3807,0.00917113549833692
3813,0.007522224788492926
3814,0.0079782098160486
3851,0.18776051195534532
3855,0.007999203079156192
3863,0.008954985098311878
3897,0.009471150190165726
3905,0.010092571379942867
3908,0.01415104128142
3937,0.03391400834952415
3946,0.012933263701163869
3962,0.009380259534886528
3964,0.018494948666316558
3969,0.008380719774099937
3980,0.011562577901289756
4001,0.015346419561449933
4016,0.0312233787555599
4029,0.008157376403052346
4036,0.009474466560196237
4040,0.008997723475288452
4052,0.008963201500107352
4058,0.009327651830909053
4060,0.008652288191417714
4066,0.009148847415622084
4087,0.007684081049049462
4090,0.02268745135287898
4091,0.008127057476356484
4093,0.009170391275302194
4094,0.015183989319437154
4108,0.008090681581201204
4124,0.018610258669060638
4127,0.009019904110114404
4128,0.008022798244949336
4130,0.018589560055410143
4145,0.008102106984868707
4156,0.025262254477188897
4186,0.007890048917043075
4213,0.008089442525093806
4225,0.023018976922015703
4241,0.016647247505741914
4274,0.023669665549311696
4275,0.00939788193507949
4321,0.01746022107414344
4322,0.019048451520992774
4331,0.010574912475063624
4340,0.07582003394005181
4383,0.008415939940937683
4390,0.020263401506870275
4415,0.031270603186701676
4418,0.01372618906253167
4423,0.008011264431555785
4430,0.008159297105645022
4448,0.008820038470099349
4450,0.010898295401285287
4460,0.00893747738391291
4462,0.009155912954595105
4467,0.04335401576717775
4476,0.06209380855757322
4494,0.010817612160329051
4497,0.008862572041963383
4498,0.010505894983953238
4503,0.00935316406343348
4510,0.008245146199317934
4517,0.009661366587642332
4560,0.010106865036529987
4579,0.009717803021405715
4598,0.06951420221517579
4600,0.012437391146116939
4608,0.017702103489953224
4611,0.03223889266958539
4622,0.010014971231568952
4632,0.03810141206879589
4645,0.008791914474812597
4759,0.008260902774674034
4771,0.008559988547817546
4799,0.08645793004474177
4807,0.018830990886003283
4809,0.00828787406747415
4818,0.008521792276158673
4826,0.034058433210989204
4843,0.786017103772742
4844,0.010188967208792522
4860,0.008216949634368765
4881,0.008748404191772587
4900,0.06509475645489786
4903,0.03362163702898946
4911,0.019942082917180318
4926,0.00922109462611118
