"gvkey","Restate_Int","act","bkvlps","cogs","dltt","dp","dv","ebit","gdwl","ppent","revt","xlr","leverage_index","depre_index","saleadmin_index"
7881,0,2672,16.6734,3066,2683,732,181,1346,186,9140,5526,74.03,1.00411676646707,0.0741491085899514,0.0133966702859211
7881,0,2361,15.6179,3618,3373,789,182,1268,188,10132,6199,137.408,1.4286319356205,0.0722461313066569,0.0221661558315857
7881,0,5822,21.8104,3323,4652,852,196,3049,188,12370,7705,2.726,0.799038131226383,0.0644380577824837,0.000353796236210253
7882,0,276.196,3.9206,472.791,185.933,23.772,0.375,48.067,116.841,238.409,555.018,74.03,0.673192225810656,0.0906701858639642,0.133383061450259
7882,0,319.718,3.6035,557.239,198.186,25.449,0,67.031,55.143,227.962,668.199,82.987,0.619877517061911,0.100425790514224,0.124195037705833
7882,0,395.09,3.9978,514.644,158.616,19.285,0,57.512,62.616,159.094,612.764,82.987,0.401468019944823,0.10811250203219,0.135430606236659
7882,0,402.793,4.2701,732.881,166.461,27.343,0,78.043,60.268,226.627,858.35,137.408,0.413266864121273,0.107662322321534,0.160083881866372
7882,0,268.612,4.1376,419.486,105.81,28.138,0,-14.054,62.276,224.625,490.275,2.726,0.393913898113264,0.111321672871425,0.00556014481668451
7883,0,237.539,9.4061,214.734,51.295,19.746,0,31.47,173.44,50.424,403.733,2.726,0.215943487174738,0.281402308678923,0.00675198708057057
7883,0,293.175,10.4914,239.456,52.034,17.3,0,40.205,175.281,57.4,454.724,2.726,0.17748443762258,0.231593038821954,0.0059948452247957
7883,0,369.111,10.9552,240.536,176.381,19.1,0,26.515,174.197,61.872,445.197,82.987,0.477853545410459,0.235884009287161,0.186405119531354
7883,0,347.365,6.9513,255.642,151.527,18.9,0,6.794,68.54,60.245,445.336,74.03,0.436218386999266,0.238802198496431,0.166234034526739
7883,0,325.446,7.0117,207.187,122.462,17.2,0,-3.967,69.932,52.901,366.989,137.408,0.376289768502301,0.245360265902056,0.374419941742123
7906,0,7359,24.5516,8085.9,410.7,291.8,290.9,2109.2,130.8,1657.7,14954.9,2.726,0.0558092132083163,0.149679404975635,0.00018228139272078
7906,0,8076.5,14.0032,8895.7,409.9,279.6,343.7,2131.8,130.8,1678.3,16325.9,2.726,0.0507521822571659,0.142806067725624,0.000166973949368794
7906,0,8839.3,15.9342,9936,441.1,312.8,412.9,2433.7,448.8,1891.1,18627,2.726,0.0499021415722965,0.141930214619538,0.000146346701025393
7906,0,9734,17.9055,10236.7,437.2,346.9,466.7,2454.8,193.5,1957.7,19176.1,74.03,0.0449147318676803,0.150525036882756,0.00386053472812511
7906,0,10959.2,20.1523,9889.9,445.8,337.2,505.4,2474,187.6,1931.9,19014,5.108,0.0406781516899044,0.148605173857477,0.000268644156936994
7911,0,25.541,9.1325,39.947,0,0.297,0.807,8.342,0.299,3.792,56.711,137.408,0,0.0726338958180484,2.42295145562589
7911,0,27.496,10.2114,41.955,0,0.324,1.218,8.549,0.299,3.912,59.958,74.03,0,0.0764872521246459,1.2346976216685
7911,0,28.671,10.7475,28.509,0,0.329,2.041,4.324,0.299,3.867,40.623,5.108,0,0.0784080076263108,0.125741574969845
7911,0,22.694,10.6126,21.541,0,0.305,2.044,1.615,0.299,4.342,30.065,74.03,0,0.0656337421992683,2.46233161483453
7911,0,26.112,10.1746,9.298,0,0.217,1.019,-2.154,0,4.138,11.869,5.108,0,0.0498277841561424,0.430364815906985
7912,0,1175.511,17.5951,429.031,2030.533,390.544,23.655,997.785,862.868,6198.916,2095.911,2.726,1.72736197279311,0.059267982505395,0.0013006277461209
7912,0,1068.546,23.885,564.777,1800.81,622.608,48.924,1280.87,781.29,7170.757,2800.72,2.726,1.68529010449714,0.0798894957441362,0.000973321145991031
7912,0,1569.267,27.9204,598.976,1851.087,736.106,75.204,1300.56,760.496,7944.464,3061.102,82.987,1.17958703012298,0.0847992700940146,0.027110171434993
7912,0,2158,36.3248,979,2241,791,115,1504,759,9004,3727,5.108,1.03846153846154,0.0807554874936192,0.00137053930775423
7912,0,1678,35.1893,1174,2037,816,126,-228,758,8916,2143,5.108,1.21394517282479,0.0838471023427867,0.00238357442837144
7920,0,341.516,3.1436,42.617,208.418,38.429,0.051,-3.71,0,375.66,204.122,74.03,0.610273017955235,0.0928037209392184,0.362675262833012
7921,0,311.716,10.0548,346.897,106.351,24.401,23.378,122.542,331.356,110.531,839.162,137.408,0.341179150252153,0.180839237541873,0.163744306820376
7921,0,347.304,12.8858,356.49,52.201,23.31,22.372,153.077,331.915,105.415,892.221,5.108,0.150303480524267,0.181083705573898,0.00572503897576946
7921,0,409.924,15.7555,411.871,29.878,27.933,23.481,152.551,571.976,132.917,993.649,5.108,0.0728866814336316,0.173658688218837,0.00514064825708072
7921,0,384.313,17.0324,462.157,74.648,32.237,24.645,195.959,571.933,133.843,1124.829,82.987,0.194237509529992,0.194105250481696,0.0737774363925539
7921,0,346.671,10.986,318.829,155.242,31.41,24.747,131.632,341.762,118.291,819.165,5.108,0.447807863940162,0.209818237687123,0.00623561797684227
7922,0,2874.157,7.7636,4611.695,627.776,276.328,87.196,930.525,51.714,1773.871,7919.214,2.726,0.218420914375937,0.134781062716351,0.000344226081022687
7922,0,2742.193,8.4276,5069.429,623.652,284.52,110.158,1142.825,51.714,1757.215,8793.637,82.987,0.227428193420376,0.13935207066539,0.00943716462255606
7922,0,3361,5.0452,5257,2236,269,134,1234,53,1983,9120,137.408,0.665278191014579,0.119449378330373,0.0150666666666667
7922,0,3217,5.6175,5115,2214,302,138,770,53,2221,8573,2.726,0.688218837426173,0.119698771304003,0.000317975037909717
7922,0,4054,7.2209,5015,2257,313,139,834,53,2242,8627,2.726,0.556734089787864,0.122504892367906,0.000315984699200185
7923,0,2650,22.6624,5595,6749,774,194,2103,0,20705,8472,2493,2.54679245283019,0.0360351971693282,0.294263456090652
7923,0,2400,24.1935,6112,6242,738,278,2557,0,21098,9407,2637,2.60083333333333,0.0337973987909874,0.280323163601573
7923,0,1675,25.6447,6072,6132,775,377,2559,0,21583,9406,2552,3.66089552238806,0.0346632078003399,0.271316181160961
7923,0,1999,26.2319,6760,6316,804,456,3097,0,22247,10661,2684,3.15957978989495,0.0348791809465967,0.251758746834256
7923,0,2246,28.0554,5191,6812,837,500,1941,0,22643,7969,2401,3.03294746215494,0.0356473594548552,0.301292508470323
7938,0,1073.7,85.4972,2577.3,406.2,63.6,15.2,80.4,434.2,399.4,3157.4,2.726,0.378317965912266,0.137365010799136,0.000863368594413125
7938,0,1153.8,96.2734,2720,359.9,62.7,15.7,116.1,437.8,371.4,3349,2.726,0.311925810365748,0.144436765722184,0.000813974320692744
7938,0,1434.8,107.8979,2942.7,439.5,60.8,16.4,106.9,441.9,374.2,3602.7,2.726,0.306314468915528,0.139770114942529,0.000756654731173842
7938,0,1141.2,43.0485,3114.7,400.5,60.5,16.9,29.6,0,358.9,3680.3,82.987,0.350946372239748,0.144253695755842,0.0225489769855718
7938,0,967.6,47.8177,1848.9,377.6,53.6,17.1,19.8,0,323.9,2310.6,5.108,0.390243902439024,0.141986754966887,0.00221068120834415
7951,0,461.048,12.68,168.348,104.955,16.78,5.055,47.53,14.965,52.168,470.941,5.108,0.227644410126494,0.243371816441376,0.0108463692904207
7951,0,472.879,14.6455,193.342,75.196,16.58,6.158,50.108,0,56.823,532.865,137.408,0.159017423061713,0.225876326580657,0.257866438966718
7951,0,519.325,17.7667,206.184,50.895,16.684,8.327,65.777,0,68.513,574.55,5.108,0.0980022144129399,0.195828491613554,0.00889043599338613
7951,0,440.078,16.3508,155.025,0,18.2,5.909,14.512,0,66.749,460.857,2.726,0,0.214246194775689,0.00591506692965497
7951,0,380.291,15.0249,173.55,10,17.9,1.22,-34.019,0,47.394,378.396,5.108,0.0262956525397656,0.274144638098447,0.0134990856140128
7965,1,451.712,4.2449,3213.4,417,41.094,0,648.107,286.146,306.235,4211.5,5.108,0.923154576367243,0.118314335975401,0.00121286952392259
7965,0,352.975,5.3888,248.1,226.198,25.625,0,142.491,176.979,204.695,534.172,82.987,0.640832920178483,0.11125824939215,0.155356327175516
7965,0,300.097,13.3568,826.142,75.239,32.801,0,113.103,2.764,239.681,1143.154,5.108,0.250715601955368,0.120378593815371,0.00446833934885413
7965,0,531.788,6.7798,697.8,332.332,47.987,0,25.617,328.754,348.013,887.782,5.108,0.624933244074706,0.121179292929293,0.00575366475103122
7974,0,3060.7,18.0946,6390.2,5271.2,545.2,250.3,963.7,4839.854,9127.6,7899.1,2.726,1.72222040709642,0.0563642378628732,0.000345102606626071
7974,0,2782.9,18.3209,6036.2,5146.2,549.2,251.9,904.6,5861.292,9344.9,7490,82.987,1.84922203456826,0.0555078278974338,0.0110797062750334
7974,0,2454.9,18.5158,6441.9,5594.4,559.2,252.1,972.2,206,9693,7973.3,137.408,2.27887082976903,0.0545443904722889,0.0172335168625287
7974,0,3410.8,17.2419,7406.6,5943.9,567.2,252.4,900.4,5054.926,10276,8874.2,82.987,1.74267034126891,0.0523092813929467,0.0093514908386108
7974,0,2223.6,17.5468,5235.8,5965.1,589,253.3,824.6,4194,10592.4,6649.4,82.987,2.68263176830365,0.0526767667733915,0.012480374169098
7977,0,3141.861,13.3749,7765.437,5897.789,767.321,343.092,1092.719,5351,14696.31,9625.477,137.408,1.87716420299943,0.0496210107445011,0.0142754483751818
7977,0,2634.186,14.2815,7841.412,6449.638,821.898,358.746,1176.994,5282,15548.658,9840.304,74.03,2.44843682260858,0.0502058696112704,0.00752314156148021
7977,0,2807.193,14.6951,7855.924,6342.16,827.173,378.892,1351.073,6412,16675.689,10034.17,5.108,2.25925328254951,0.0472592996505372,0.000509060540134361
7977,0,3015.529,15.3457,8983.986,7731.688,828.379,382.282,1390.791,6493.1,17688.72,11203.156,5.108,2.56395743499731,0.0447358951853095,0.000455942950361487
7977,0,2763.411,15.9193,7357.679,7888.628,818.052,414.922,1468.572,6534,18508.296,9644.303,137.408,2.85467055027283,0.0423283281455969,0.0142475822254859
7978,0,193.516,0.1589,283.591,57.211,9.508,1.445,-137,0,3.743,235.807,82.987,0.295639637032597,0.717530752396046,0.351927635736004
7978,0,192.737,5.6394,301.3,276.765,26.782,0,29.6,138.398,223.8,469.372,137.408,1.43597233535855,0.106879185256722,0.29274860877939
7978,0,381.12,6.3833,209.304,308.754,45.284,0.2,122.452,166.522,542.219,534.037,74.03,0.810122795969773,0.0770787553425259,0.138623353812564
7978,0,561.908,8.9645,1358.08,453.6,110,0,320.7,19.431,546.4,2071.685,5.108,0.807249585341373,0.167580743449116,0.00246562580701217
7978,0,2286.689,8.2219,7129.569,2467.486,275.3,78.841,695.413,2280,2257.5,9019.123,82.987,1.07906497123133,0.108693935565382,0.00920122721466378
7985,0,7549,48.4458,24817,4231,773,359,2178,17383,4404,30721,12272,0.560471585640482,0.149314274676454,0.399466163210833
7985,0,6719,48.0311,23957,4342,703,402,2566.5,17219,4531,30148,12528,0.646227117130525,0.134314100114635,0.415549953562425
7985,0,7189,36.4512,26936,3443,708,525,3003,14518,4810,33887,13665,0.478926137153985,0.128307357738311,0.403251984536843
7985,0,8635,41.3439,27441,4191,689,539,2419,13517,4868,33755,14751,0.485350318471338,0.123987763181573,0.437001925640646
7991,0,3432.8,17.3195,6143.3,536.1,61.2,0,710.4,632.8,338.5,7647.6,74.03,0.156169890468422,0.153114836127095,0.00968016109629165
7991,0,4776.9,23.3619,7192.3,1319.5,63.4,0,967.4,699,492.4,9137.7,5.108,0.276225166949277,0.114069809283915,0.000559002812523939
7991,0,4042.2,18.316,7861.6,1396.4,75,0,895.1,457,560.5,9889.6,137.408,0.345455445054673,0.11801730920535,0.0138941918783368
7991,0,3914.6,15.3793,3655.9,1892.7,73.6,0,-385,511.1,691.9,4043.1,74.03,0.483497675369131,0.0961463096015676,0.0183102075140363
7993,0,323.71,21.2818,719.094,521.5,61.645,36.376,129.747,568.647,1338.577,910.486,82.987,1.6110098544994,0.0440251617243551,0.0911458276129452
7993,0,308.793,21.9742,811.975,517,64.435,38.298,136.762,224.8,1389.405,1013.172,137.408,1.67426075072945,0.0443205579706158,0.135621592385103
7993,0,274.887,22.5225,809.927,512,68.343,38.613,154.923,0,1436.628,1033.193,74.03,1.86258353432501,0.0454115062682271,0.0716516662424155
7993,0,480.97,23.7113,821.66,512,72.159,40.178,144.036,518.8,1483.865,1037.855,5.108,1.0645154583446,0.0463739633835982,0.00492168944602088
7993,0,328.235,24.8786,791.181,601.7,62.814,42.415,158.716,557.82,1534.052,1012.711,82.987,1.83313784331348,0.039335798996284,0.0819453921207531
7994,0,136.571,7.2285,216.355,6.526,0.151,0,21.463,0.842,32.048,277.795,5.108,0.0477846687803414,0.00468958663312525,0.0183876599650822
7994,0,1696.487,4.9686,9357.439,1551.8,296.4,0,1708,1732.045,1517.507,13475,2.726,0.914713758490339,0.163404187756043,0.000202300556586271
7994,0,143.699,6.9057,378.214,0,36.277,0,110.114,0,148.235,627.042,2.726,0,0.196610518557059,0.00434739618717725
7994,0,340.964,12.3883,200.691,440,29.469,13.124,6.485,165.313,492.543,380.384,74.03,1.29045881676658,0.0564527252247075,0.194619121729621
7994,0,350.153,1.8279,119.035,92.193,40.761,0,-8.533,0,305.35,281.104,82.987,0.263293474566832,0.11776857713277,0.295218139905515
7995,0,398.119,7.3882,817.623,422.46,72.706,0,82.063,0,518.616,1162.886,74.03,1.06114001090126,0.12295500590203,0.0636605823786682
8001,1,313.493,20.7144,939.356,586.515,74.413,35.634,151.981,663.92,1409.205,1165.75,74.03,1.8709030185682,0.0501564418873322,0.0635041818571735
8001,0,268.474,20.8421,923.484,739.424,75.305,44.091,133.864,76,1491.855,1132.653,2.726,2.75417358850391,0.0480518900431354,0.00240673886883273
8001,0,278.354,21.1189,977.552,825.362,82.415,47.286,140.093,70,1770.88,1200.06,137.408,2.96515228809358,0.0444694449615415,0.114500941619586
8001,0,313.417,21.2518,1005.506,670.809,85.071,49.833,170.216,0,1839.699,1260.793,74.03,2.14030827938497,0.0441980080736919,0.0587170138159079
8001,0,264.827,21.86,904.486,1016.866,89.039,48.186,148.385,313.729,1964.121,1141.91,5.108,3.83973688483425,0.0433668101852754,0.0044732071704425
8017,0,236.215,7.7825,471.173,50.6,1.369,0,10.658,0,3.614,561.291,2.726,0.214211629236077,0.274734095926149,0.00485666080517949
8017,0,248.629,8.1367,623.126,30,1.392,0,19.434,8.332,3.381,737.463,74.03,0.12066170881112,0.291640477686989,0.100384697266168
8017,0,284.358,8.2206,625.003,69.3,1.768,0,7.926,9.925,4.529,747.17,137.408,0.243706876542949,0.280768619977767,0.183904600024091
8030,0,4071.553,27.592,9710.342,922.3,375.054,209.752,2122.043,0,2855.717,12700.999,5.108,0.226522901703601,0.116088079285099,0.000402173088904266
8030,1,4675.036,16.0359,10919.187,922.3,363.936,577.816,2875.674,143.265,2856.415,14751.27,2.726,0.197281903283739,0.113011283552631,0.000184797647931331
8030,0,5073.249,17.7536,13035.371,2250.3,427.556,726.139,2552.285,847.887,3232.998,16592.976,2.726,0.443561906778082,0.116800899535972,0.000164286382382521
8030,0,6397.486,25.2541,19063.399,3086.2,548.884,658.051,3300.057,1732.045,4131.861,23663.324,948.8,0.482408245989128,0.117264238919232,0.0400958039538317
8030,0,5182.248,23.4727,10469.48,3080.2,566.423,443.109,-194.085,1803.021,4013.836,11190.296,74.03,0.594375259539875,0.123666150756977,0.00661555333299494
8047,0,23.899,7.9776,14.12,0,0.556,0,2.71,0,3.229,29.853,82.987,0,0.146895640686922,2.77985462097612
8047,0,26.117,8.5819,14.325,0,0.579,0.577,3.044,0,3.278,30.264,82.987,0,0.150116670987814,2.74210282844303
8047,0,20.445,7.6802,12.74,0,0.614,0.55,1.333,0,3.446,27.133,5.108,0,0.151231527093596,0.188257841005418
8047,0,16.937,7.6347,14.09,0,0.612,0.506,1.46,0,3.159,28.969,82.987,0,0.162291169451074,2.86468293693258
8068,0,6574,37.3821,5437,2898,1485,483,6560,0,17534,15208,74.03,0.440827502281716,0.0780798149219202,0.00486783271962125
8068,0,6006,22.8403,6331,2644,2042,646,7622,0,24316,17661,5.108,0.44022644022644,0.0774717353365202,0.000289224845705226
8068,0,8595,27.6396,6734,1765,2379,765,7688,0,26278,18784,74.03,0.205351948807446,0.0830163659838783,0.00394112010221465
8068,0,7172,33.6934,8039,2073,3267,940,11385,0,32266,24217,5.108,0.28904071388734,0.0919427011510427,0.000210926208861544
8068,0,8086,35.8175,5818,2582,3287,1063,4681,0,33645,15403,2.726,0.319317338609943,0.0890014079930683,0.000176978510679738
8073,0,9.003,0.7983,13.879,5.951,0.763,0,-1.876,0,7.311,17.652,74.03,0.661001888259469,0.094500866980431,4.19385905279855
8073,0,7.964,0.9108,13.938,4.55,0.781,0,1.054,0,6.8,20.427,82.987,0.571320944249121,0.103020709668909,4.06261320800901
8073,0,9.004,1.0278,13.685,3.989,0.785,0,1.261,0,6.236,21.312,82.987,0.443025322079076,0.111807434838342,3.89390953453453
8073,0,9.424,1.0662,14.131,3.434,0.787,0,0.68,0,5.78,20.918,137.408,0.364388794567063,0.119841632404446,6.56888803900947
8073,0,9.807,1.2151,16.053,2.937,0.71,0,1.991,0,5.464,24.633,82.987,0.299479963291526,0.114998380304503,3.36893598018918
8079,0,394.233,20.0201,739.65,174,79.613,0,94.069,84.608,409.201,998.543,2.726,0.441363356187838,0.162869721407325,0.00272997757733017
8079,0,523.645,12.7988,900.821,194,80.456,0,197.136,86.931,523.707,1280.198,74.03,0.370480000763876,0.133169359924391,0.0578269923871151
8079,0,670.569,16.6193,1233.219,200,93.776,0,292.423,111.951,638.107,1743.08,2.726,0.298254169220468,0.128129769375706,0.00156389838676366
8079,0,747.705,17.7633,1397.592,229,109.329,0,323.258,118.706,697.43,1977.421,2.726,0.306270521127985,0.135516306604575,0.00137856329026545
8079,0,874.139,22.2937,1261.41,120,122.945,0,292.116,130.82,766.361,1822.081,74.03,0.137277938634473,0.138248252007745,0.0406293682882375
8080,0,810.896,6.0313,5049.237,711.151,75.957,40.658,845.131,716.856,545.117,6342.144,74.03,0.876994090487559,0.122299436138045,0.0116727087874384
8080,0,1029.018,6.7484,10093.7,1847.914,389,103.683,2543,3494.589,1610.593,14112,74.03,1.79580337758912,0.194539588806322,0.00524589002267574
8087,0,18.222,0.6793,28.176,11.374,0.831,0,0.619,27.774,1.783,50.486,2.726,0.624190538909011,0.317903596021423,0.0539951669769837
8087,0,22.475,0.8394,33.73,9.76,0.706,0,3.828,27.774,1.712,58.297,2.726,0.434260289210234,0.291976840363937,0.0467605537163147
8087,0,26.018,1.293,36.11,7.566,0.903,0,7.295,27.774,3.467,65.163,5.108,0.29079867783842,0.206636155606407,0.0783880422939398
8087,0,33.231,1.6184,40.422,5.274,1.165,0,5.707,27.774,3.244,69.359,2.726,0.158707231199783,0.264232252211386,0.039302758113583
8087,0,33.93,1.692,32.918,2.969,1.145,0,3.318,27.791,2.55,58.063,74.03,0.0875036840554082,0.309878213802436,1.27499440263162
8092,0,447.266,22.9932,590.743,247.662,42.256,0,73.993,26.837,615.914,768.94,137.408,0.55372418203038,0.0642022577753468,0.178697947824278
8092,0,535.974,27.2061,681.191,254.23,42.643,6.107,104.685,20.368,891.908,897.861,74.03,0.474332710168777,0.0456293985025964,0.0824515153236414
8092,0,706.381,30.8243,726.433,599.677,54.14,12.65,129.958,15.676,1172.538,1012.764,2.726,0.84894270938771,0.0441354617919291,0.00269164385779905
8092,0,703.307,33.7201,821.362,739.874,65.514,12.65,143.271,44.654,1541.457,1133.803,82.987,1.05199294191583,0.0407686261917608,0.0731934912855231
8092,0,516.371,37.5424,824.172,701.195,77.934,6.325,145.049,31.755,1719.345,1167.756,74.03,1.35792869855201,0.0433622158830098,0.0633950928104844
8101,0,343.694,-1.4311,962.718,757.322,30.493,27.389,164.546,395.46,243.872,1702.065,2.726,2.20347751197286,0.111140269349225,0.00160158395830947
8101,0,295.557,-1.801,882.364,762.162,33.954,6.811,105.158,357.149,230.748,1498.023,5.108,2.57873100620185,0.128272547997371,0.00340982748595983
8101,0,386.389,-1.1438,743.186,833.766,33.401,0,97.057,360.583,207.481,1290.064,2.726,2.15784093232468,0.138661253227721,0.00211307345992137
8102,0,1680.499,0.3487,6025,1063.257,173.53,52.379,818.453,948.92,936.29,7644.3,82.987,0.632703143530582,0.156358688796381,0.010856062687231
8102,0,4222.9,9.8727,252.288,2043.5,149,221,1081,2432.7,1050,2194.7,82.987,0.483909161950319,0.124270225187656,0.0378124572834556
8102,0,598.935,5.6989,3777.657,553.76,149.8,29.808,674.224,1429,986.629,5202,74.03,0.924574452987386,0.131816417919641,0.0142310649750096
8102,0,459.846,33.1337,443.684,183.425,61.645,20.195,81.276,638.416,685.328,765.822,74.03,0.398883539271843,0.0825264099237857,0.0966673717913562
8102,0,254.062,7.4344,330.748,157.061,26.831,0,-10.444,0,349.414,443.627,2.726,0.618199494611552,0.0713125755823998,0.00614480182675987
8105,0,63.096,13.5016,140.084,20.24,7.429,2.206,9.885,5.162,47.898,187.868,2.726,0.320781032078103,0.134274404901766,0.0145101880043435
8105,0,75.702,13.5347,159.924,31.16,7.212,2.403,8.339,5.162,51.293,205.21,2.726,0.411613960001057,0.123271515255106,0.0132839530237318
8105,0,78.3,11.6394,158.919,27.08,7.498,3.038,10.537,5.162,51.445,212.117,137.408,0.345849297573436,0.127207641280559,0.647793434755347
8105,0,82.651,12.438,179.665,21.5,7.455,3.377,11.899,5.162,51.44,232.359,2.726,0.260129943981319,0.126581203837338,0.0117318459797124
8105,0,73.717,12.6003,179.455,18.3,7.406,3.684,14.583,5.162,59.485,236.245,137.408,0.248246673087619,0.110717435828437,0.581633473724312
8113,0,1073.6,15.1854,5431.6,1350.8,186.1,120,330.5,691.432,3567.4,5948.2,82.987,1.25819672131148,0.0495803916344745,0.0139516156148078
8113,0,664.1,17.5855,3391.5,1346.3,181.4,120.8,432.7,1300.747,3867.5,4005.6,82.987,2.02725493148622,0.0448022919805379,0.0207177451567805
8113,0,629.5,18.3105,3147,1344.6,195.3,124.7,455.3,1416.396,4246.3,3797.6,82.987,2.13598093725179,0.0439706412103746,0.0218524857804929
8113,0,744.6,20.2866,3381.6,2161.8,217.5,128.2,471.6,1058.9,5249.8,4070.7,82.987,2.90330378726833,0.0397819764783348,0.0203864200260397
8113,0,826.1,21.0392,2115.2,2088.9,262.6,136.2,491.9,2435.4,5911.6,2869.7,74.03,2.52862849533955,0.0425318259855528,0.0257971216503467
8123,0,873.4,5.9353,1926.3,257.2,72.5,57.1,178.4,75.1,482.2,2357.7,82.987,0.294481337302496,0.130701279971156,0.0351982864656233
8123,0,919.2,7.412,2747.8,252.2,72.1,58.1,150.5,75.9,486.9,3151.8,5.108,0.274369016536118,0.128980322003578,0.00162066120946761
8123,0,671,8.9082,991,249.2,47.3,59.2,112.1,301.9,503.6,1276.8,82.987,0.371385991058122,0.0858595026320566,0.0649960839598998
8123,0,692.3,9.1198,1307.6,252.4,69.6,60.6,251.5,301.9,629.9,1764.5,74.03,0.364581828686985,0.0994996426018585,0.0419552281099462
8123,0,860.3,10.4456,1151,398.4,71.7,62.5,168.2,300.3,695.4,1531.5,5.108,0.463094269440893,0.0934689088775909,0.00333529219719229
8133,0,2360.895,24.5412,3926.576,2719.392,67.141,9.549,549.426,4029.482,231.734,5292.782,82.987,1.1518479220804,0.224645754914262,0.0156792779298297
8133,0,2424.828,26.0441,4766.824,2955.12,92.01,10.937,674.874,4225.011,200.425,6503.343,2.726,1.21869262479648,0.314634021235488,0.000419169033526296
8133,0,2456.15,27.0317,4576.664,2820.751,89.957,10.971,429.535,4342.169,199.449,6220.01,5.108,1.14844410968385,0.31083322391381,0.000821220544661504
8133,0,2371.693,28.8851,4622.647,2731.163,90.036,10.751,535.951,4252.906,219.652,6310.607,82.987,1.15156683432468,0.290731316680013,0.0131503990028218
8133,0,2219.607,32.2248,4584.808,1980.239,89.04,10.733,577.406,4273.695,208.969,6166.209,5.108,0.892157485536854,0.29878292266341,0.000828385803984263
8162,0,15.451,3.7457,12.759,15.909,1.359,0,4.594,12.43,2.678,33.865,137.408,1.02964209436282,0.336636115927669,4.05752251587184
8162,0,20.503,5.3834,15.251,14.695,1.43,0,2.922,13.679,2.488,39.484,82.987,0.716724381797786,0.364982133741705,2.10178806605207
8162,0,21.38,6.6593,16.417,14.245,1.765,0,3.05,15.259,2.594,42.503,2.726,0.666276894293732,0.404909382885983,0.0641366491777051
8162,0,23.1,5.8137,16.934,10.367,1.743,0,3.328,14.603,2.063,45.165,82.987,0.448787878787879,0.457961114030478,1.83741835492085
8176,0,22.124,4.3497,14.979,5.029,0.826,0,1.09,2.909,0.655,27.364,74.03,0.227309708913397,0.557731262660365,2.70537933050724
8176,0,20.901,4.0265,15.051,4.034,0.739,0,0.48,2.483,1.246,26.518,82.987,0.193005119372279,0.372292191435768,3.12945923523644
8210,0,384.887,47.5558,344.026,965.655,140.576,27.615,436.034,0,2620.874,1000.303,74.03,2.50893119279165,0.0509065889297289,0.0740075757045615
8210,0,845.521,56.2731,456.176,1306.947,125.165,36.576,366.537,64.293,2848.509,1047.403,5.108,1.54572979263673,0.042091029480703,0.00487682391591393
8210,0,804.753,58.4706,650.809,1531.334,150.847,38.038,200.438,72.463,2866.578,1129.305,5.108,1.90286212042701,0.0499919633462306,0.00452313591102492
8210,0,678.289,64.0662,956.699,1396.135,136.137,44.856,467.798,9.589,2732.929,1704.697,5.108,2.0583187992139,0.0474499366692854,0.00299642693100299
8210,0,817.366,69.5482,864.85,1813.289,128.735,47.128,-21.079,9.589,2982.931,1093.618,74.03,2.21845415639995,0.0413717281996204,0.067692740975368
8213,0,894.552,12.8352,4307.054,204.418,18.5,20.713,116.354,242.62,51.942,4822.414,2.726,0.228514384854095,0.262627409783936,0.000565277058336344
8213,0,1266.77,13.599,4940.173,433.133,25.7,24.092,101.274,259.67,70.853,5533.736,5.108,0.34191921185377,0.266175054115356,0.000923065357653491
8213,0,1089.857,15.0306,6085.482,283.845,31.82,27.637,137.893,271.699,76.122,6800.466,74.03,0.260442425015392,0.29478794167238,0.0108860186934248
8213,0,1311.794,16.6273,6525.977,359.237,21.955,33.048,173.904,252.412,76.949,7243.237,2.726,0.273851687078916,0.221982932945078,0.000376351070660811
8213,0,1342.067,18.3518,7250.709,208.418,25.265,38.37,198.13,247.271,84.965,8037.624,82.987,0.15529627060348,0.229202576431099,0.0103248173838438
8214,0,1852,30.4893,3737,1993,343,0,300,1174,2772,4978,82.987,1.07613390928726,0.110112359550562,0.0166707513057453
8214,0,1852,21.5197,4622,2172,331,0,257,1124,2819,5847,2.726,1.17278617710583,0.105079365079365,0.000466221994185052
8214,0,1854,22.0657,3629,2177,325,0,270,1124,2806,4803,5.108,1.17421790722762,0.10380070265091,0.00106350197793046
8215,0,2282.3,1.7749,5211.5,5018.7,508,21.5,806,2369.2,3152.5,7079,82.987,2.19896595539587,0.13877885534763,0.0117229834722418
8215,0,2432.7,-0.6211,5587.7,4719.4,496.3,21.5,730.2,2464.7,3193.7,7422,2.726,1.93998437949603,0.13449864498645,0.000367286445701967
8215,0,2694.6,11.0257,5548,3013.5,423.4,21.5,1008.9,2428.1,2950,7566.7,74.03,1.11834780672456,0.125511353530563,0.00978365734071656
8215,0,2444.7,6.2255,5777.1,2940.3,431,5.4,1098.1,2207.5,2645.6,7884.7,137.408,1.20272426064548,0.140089709419489,0.0174271690742831
8215,0,2796.7,9.1233,5207.8,3257.5,374.8,0,918.7,2381,2742.3,7066.5,82.987,1.16476561661959,0.120239966635655,0.0117437203707635
8219,0,357.581,22.5944,661.637,200.023,22.734,9.531,99.516,199.232,73.663,1121.76,74.03,0.559378154879594,0.235837214851085,0.0659945086292968
