"gvkey","Restate_Int","act","bkvlps","cogs","dltt","dp","dv","ebit","gdwl","ppent","revt","xlr","leverage_index","depre_index","saleadmin_index"
175741,0,35.647,9.1907,89.648,398.75,27.053,32.192,47.011,83.318,434.313,163.712,5.108,11.1860745644795,0.0586367439299818,0.0312011336982017
175741,0,23.844,10.8264,107.706,432.5,36.452,37.089,37.571,92.1,557.927,181.729,2.726,18.1387351115585,0.0613278732929663,0.0150003576754398
175835,0,91.099,3.4449,8.238,0.013,2.346,0,16.553,11.408,4.184,82.768,2.726,0.0001427018957398,0.359264931087289,0.0329354339841485
175886,0,120.768,7.8421,316.148,1210.455,57.75,62.7,55.832,701.852,210.209,588.928,82.987,10.0229779411765,0.215518045671166,0.140911962073462
175886,0,175.293,7.3064,444.311,195.439,35.315,0,58.426,35.476,436.433,799.472,2.726,1.11492757839731,0.0748598828187931,0.00340975043528729
175886,0,483.939,4.5184,449.301,509,89.733,12.506,63.713,266.827,497.928,831.364,82.987,1.05178545229874,0.152695176300622,0.0998202953219047
175900,0,402.576,3.525,2298.4,1758.227,4.188,970,771.705,2454.3,118.459,4068.2,5.108,4.36744117880847,0.0341467789672801,0.00125559215377808
175900,0,712.187,5.0398,1360.025,1758.594,42.605,2386.559,259.187,406.623,154.068,2513.772,82.987,2.46928685864808,0.216628617044536,0.0330129383253533
175900,0,805.646,4.2426,1413.597,1724.684,48.533,0,282.915,424.963,156.26,2648.191,74.03,2.14074668030376,0.236985639157588,0.0279549322537536
175900,0,715.918,4.1239,1393.283,1653.013,47.066,0,296.836,494.135,151.252,2636.6,5.108,2.30894180618451,0.237325910910759,0.00193734354850944
175913,0,65.587,2.4621,14.59,0,1.386,0,0.531,0,3,63.101,82.987,0,0.316005471956224,1.31514556029223
175913,0,52.923,2.2577,13.516,0,1.496,0,-4.796,48.158,6.841,56.681,2.726,0,0.179441045939786,0.0480937174714631
175913,0,45.99,2.0849,34.997,1.626,6.908,0,-11.583,47.289,5.613,98.818,2.726,0.0353555120678408,0.551713121955115,0.0275860673156712
175955,0,155.691,4.5483,91.391,20,12.304,0,46.324,0,96.369,188.677,2.726,0.128459576982613,0.113220395130345,0.014447971930866
175955,0,181.023,5.2967,108.614,17.997,13.162,0,57.196,0,114.492,229.076,74.03,0.099418305961121,0.103106835665157,0.32316785695577
175955,0,180.914,5.5654,106.145,16.667,15.481,0,10.079,0,111.453,185.894,5.108,0.0921266458096112,0.121961019112295,0.0274780251110848
175978,0,56.934,2.234,7.798,1.208,1.34,0,-42.252,0,2.672,10.085,2.726,0.0212175501457828,0.333998005982054,0.270302429350521
175978,0,55.655,1.6951,16.343,10.025,2.822,0,-58.413,0,18.195,23.446,82.987,0.180127571646752,0.13427225579293,3.53949500980978
175978,1,47.037,0.8998,11.858,0,4.289,0,-48.474,0,13.46,22.203,82.987,0,0.241647416755874,3.73764806557672
175983,0,74.214,5.1398,47.487,10.5,2.796,0,16.738,17.463,4.07,111.521,137.408,0.141482739105829,0.407224002330323,1.23212668466029
175983,0,70.239,3.7977,52.547,0,3.046,0,9.503,0,5.724,114.032,137.408,0,0.347320410490308,1.2049950890978
175983,0,62.989,3.5887,36.366,8,3.875,0,0.46,0,6.839,77.796,74.03,0.127006302687771,0.361676311368303,0.951591341457144
176017,0,29.103,1.6675,21.979,0,0.218,0,-19.092,0,0.701,3.105,4.65,0,0.23721436343852,1.4975845410628
176017,0,22.149,1.0015,17.541,0,0.233,0,-15.615,0,0.849,2.159,5.582,0,0.215341959334566,2.58545622973599
176022,0,144.31,5.7532,35.492,42.588,4.817,0,33.093,0,110.218,182.915,74.03,0.295114683667106,0.0418742121962881,0.404723505453353
176022,1,152.679,6.6097,29.117,35.935,4.964,0,29.927,0,124.656,178.554,5.108,0.235363082021758,0.0382965591729671,0.0286075921009891
176022,0,193.814,7.8233,41.263,44.927,4.999,0,48.85,0,131.834,234.786,74.03,0.231804719989268,0.0365335847346766,0.315308408508173
176035,0,42.686,2.2367,89.751,0.638,1.51,0,-11.213,0,8.191,100.06,137.408,0.0149463524340533,0.155654056282857,1.37325604637218
176035,0,26.8,1.5227,57.061,0.13,2.399,0,-12.249,0,6.939,67.011,5.108,0.00485074626865672,0.256907260655387,0.0762262912059214
176035,0,21.25,0.9581,13.255,0.051,2.267,0,-13.329,0,4.779,18.479,82.987,0.0024,0.321742832812944,4.49088154120894
176040,0,89.706,6.3833,23.669,241.319,55.8,0,4.594,143.924,344.848,212.05,74.03,2.69010991460995,0.139274375511671,0.349115774581467
176040,0,82.015,4.7774,66.716,192.75,32.63,0,-25.104,0,236.246,155.668,82.987,2.35017984515028,0.12135705678454,0.533102500192718
176066,0,223.74,2.4274,26.82,320.782,36.277,2.034,-276.354,171.056,44.382,59.107,82.987,1.43372664700098,0.449757621592135,1.40401306105876
176066,0,233.449,-0.5443,106.675,496.297,19.976,0,-63.642,38.662,4.206,63.009,137.408,2.12593328735612,0.826068976924985,2.18076782681839
176070,0,86.168,4.4484,93.58,529.616,63.259,0.426,92.762,0,774.253,277.918,5.108,6.14631881905115,0.0755320520780598,0.0183795220172857
176070,0,116.572,4.8545,125.382,691.896,102.728,0,-24.72,0,1131.032,233.86,82.987,5.93535325807226,0.083264168071586,0.354857607115368
176070,0,115.965,-2.6221,796.462,797.67,138.686,0,-299.282,0,702.734,676.277,82.987,6.87854093907645,0.164823750326828,0.122711551627514
176070,0,90.814,-3.3229,110.206,695.029,91.991,0,7.317,0,619.43,246.453,5.108,7.65332437729866,0.129305994622031,0.0207260613585552
176082,0,655.758,5.9829,1102.783,468.022,79.7,19,133,266.827,499.7,1565.887,5.108,0.713711460630293,0.137556092509493,0.00326204892179321
176083,0,12.297,-0.3172,22.868,6.781,0.844,0,-9.224,0,1.767,37.45,82.987,0.551435309425063,0.323247797778629,2.21594125500668
176083,0,994.97,6.7357,1063.975,2561.805,321.921,61.634,171.11,989.111,1610.991,2135.577,74.03,2.57475602279466,0.166547157863369,0.034665104559564
176118,0,13.705,0.7811,3.586,0,0.771,0,-10.203,0,1.242,5.009,137.408,0,0.38301043219076,27.4322220003993
176235,0,125.354,4.361,125.034,0,0.378,0,32.004,0,0.923,183.472,5.108,0,0.29054573405073,0.0278407604430104
176235,0,91.815,3.1328,52.182,0,0.643,27.571,-8.355,1.668,1.007,70.741,74.03,0,0.38969696969697,1.04649354688229
176235,0,78.708,2.9647,27.292,0,0.819,0,-2.897,1.696,0.856,43.777,2.726,0,0.488955223880597,0.0622701418553121
176237,0,194.812,5.5645,92.406,0.008,1.067,0,-49.137,0,4.47,44.336,5.108,4.10652321212246e-05,0.192703630124616,0.115211115120895
176237,0,127.081,0.587,170.288,0,1.294,0,-88.731,0,6.952,82.851,137.408,0,0.156924569488237,1.65849537120856
176238,0,359.69,5.5906,371.017,315,25.2,0,182.605,284.141,562.318,623.615,82.987,0.875754121604715,0.0428923028741247,0.133074092188289
176238,0,369.137,6.5647,551.799,235,51.1,0,180.507,292.469,604.242,856.906,137.408,0.636620008289605,0.0779745537444571,0.1603536443904
176238,0,224.708,7.3967,563.485,155,55.792,0,128.306,292.469,609.233,829.362,2.726,0.689784075333321,0.0838945904289312,0.00328686387849938
176247,0,253.015,5.8272,397.17,291.399,21.939,0,65.979,114.979,116.61,584.376,74.03,1.15170642056795,0.158348309984193,0.126682136158911
176247,0,238.508,5.0371,428.176,258.132,21.068,0,80.318,77.497,110.22,635.336,2.726,1.08227816257736,0.160471634879045,0.00429064306130929
176247,0,193.871,5.3321,307.753,216.49,22.072,0,35.643,78.832,105.603,452.846,82.987,1.1166703632828,0.172876444096338,0.183256559625126
176248,0,129.228,13.7723,334.79,740,56.942,69.282,146.751,35.166,1693.467,577.897,2.726,5.72631318290154,0.0325306828289845,0.0047171035668986
176251,0,87.085,6.0826,12.246,94.05,0.91,0,-1.664,146.333,2.673,18.901,137.408,1.07997933053913,0.253977114150154,7.26987990053436
176251,0,94.141,4.1709,96.311,93.1,10,0,16.512,95.249,2.771,174.795,82.987,0.988942118736788,0.783024038837992,0.474767584885151
176251,0,72.62,4.1392,67.674,69.813,9.562,0,7.614,95.065,2.586,132.744,5.108,0.961346736436243,0.787125452749424,0.0384800819622732
176275,0,44.235,2.1953,15.523,0.042,2.526,0,27.702,4.629,2.759,102.648,74.03,0.000949474398101051,0.477956480605487,0.721202556308939
176275,0,54.353,2.7453,17.622,0.018,2.309,0,19.998,4.629,5.34,104.593,2.726,0.000331168472761393,0.301869525428161,0.026062929641563
176275,0,71.056,3.2852,19.266,0,2.333,0,19.692,4.629,4.689,104.096,5.108,0,0.33224152663059,0.0490700891484783
176279,0,120.967,1.408,37.399,0,5.337,0,-31.181,0,10.571,88.998,2.726,0,0.33549157656525,0.030629901795546
176282,0,1379,10.8497,2775,8345,525,558,1442,4474.991,14300,4742,2.726,6.05148658448151,0.0354131534569983,0.000574862927035006
176282,0,1450,9.0671,3013,8290,569,598,1492,3743,13639,5074,2.726,5.71724137931034,0.0400478603603604,0.000537248718959401
176282,0,1429,11.3601,2493,8947,584,631,1475,6786.1,15347,4552,137.408,6.26102169349195,0.0366580880045195,0.0301862917398945
176289,0,83.03,3.0884,39.209,24.888,7.443,0,-19.874,8.179,20.572,77.238,137.408,0.299747079368903,0.265679100481885,1.77902068929801
176289,1,82.728,2.9538,49.098,9.75,19.898,0,-25.173,8.179,18.34,98.844,74.03,0.117856106759501,0.520372404414457,0.748957953947635
176291,0,141.413,10.8711,601.813,462.449,20.978,0,86.025,449.962,346.466,733.33,137.408,3.27020146662612,0.0570916928838136,0.187375397160896
176291,1,131.603,7.377,626.736,450.856,23.308,0,84.617,279.362,373.211,759.751,82.987,3.42587934925496,0.0587815464076122,0.109229207990513
176325,0,47.643,3.5312,92.305,5.119,0.236,0,4.214,0,1.687,108.517,82.987,0.107444955187541,0.12272490899636,0.764737322262871
176325,0,53.633,3.742,99.053,3.656,0.547,0,3.234,0,2.021,117.898,5.108,0.0681669867432364,0.213006230529595,0.0433255865239444
176325,0,46.706,3.8062,90.996,0.051,0.802,0,4.658,0,1.848,111.171,137.408,0.00109193679612898,0.302641509433962,1.23600579287764
176343,0,75.161,4.7251,98.768,22.851,9.624,0,-22.688,20.798,160.592,129.473,5.108,0.304027354612099,0.0565399257414109,0.0394522410077777
176343,0,108.4,4.6322,82.92,9.781,16.992,0,-15.919,21.572,172.182,131.503,2.726,0.0902306273062731,0.0898220685717911,0.0207295651049786
176360,0,56.092,3.6446,70.686,56.488,25.584,0,9.908,36.023,114.803,137.53,2.726,1.00705983027883,0.182239096212612,0.0198211299352868
176360,0,28.632,3.4986,90.122,170.927,30.716,0,13.358,36.023,270.286,171.525,2.726,5.96978904721989,0.102045833582501,0.0158927270077248
176361,0,170.191,3.5395,508.331,117.523,6.17,54.5,29.716,78.598,17.253,629.534,47.619,0.690535927281701,0.263416300217735,0.0756416651046647
176361,0,191.962,3.955,579.385,137.162,7.449,0,28.827,82.642,17.096,716.542,82.987,0.714526833435784,0.303483397840701,0.115815960543834
176362,0,189.564,8.2342,133.35,0,3.849,0,28.444,0,10.308,215.746,82.987,0,0.271879635515999,0.38465139562263
176362,0,221.374,9.6612,153.71,0,5.355,0,32.553,0,18.218,247.662,74.03,0,0.227166673736902,0.298915457357205
176362,0,245.595,10.7408,143.71,0,8.982,0,29.887,0,20.025,249.518,5.108,0,0.309649394973627,0.020471468992217
176378,0,5.155,0.2814,11.21,2.475,0.356,0,-1.432,0,3.655,15.178,5.108,0.48011639185257,0.0887559212166542,0.336539728554487
176404,0,1163,25.2876,7542,13877,2976,24,2789,2117,12873,15955,2302,11.9320722269991,0.187772099186069,0.144280789721091
176404,0,6659,17.5681,8145,18027,3088,0,3113,2101,13537,17200,2629,2.70716323772338,0.185744360902256,0.152848837209302
176404,0,2102,24.6383,8555,22631,3085,10856,3398,2111,13919,17868,939.849,10.7664129400571,0.181427899317808,0.052599563465413
176523,0,127.1,-13.6286,100.7,784,5.7,12.6,157.4,0,22.2,331.9,74.03,6.16837136113297,0.204301075268817,0.223049111178066
176523,0,167.4,-12.4982,111.8,799,11.7,26.3,173.2,0,28,369.5,2.726,4.77299880525687,0.294710327455919,0.00737753721244926
176523,0,185,-12.2525,120.6,799,15.4,27.5,168.2,0,23.7,380.7,82.987,4.31891891891892,0.39386189258312,0.217985290254794
176556,0,133.611,4.2072,17.324,0,2.663,0,-8.816,0,8.341,75.673,137.408,0,0.242002908033442,1.8158127733802
176556,0,143.758,4.7383,21.895,0.001,3.423,0,9.374,0,7.447,103.465,2.726,6.95613461511707e-06,0.314903403863845,0.0263470738897212
176558,0,371.065,4.9997,176.508,18.843,10.615,0,9.76,5.698,55.488,283.498,2.726,0.0507808604961395,0.160582726956417,0.00961558811702375
176558,0,338.188,3.6155,227.636,21.402,21.246,0,-35.864,0,71.966,318.555,5.108,0.0632843270606881,0.22793202591941,0.0160349076297657
176558,0,285.265,2.8216,228.914,11.202,37.332,0,-67.052,0,60.322,319.132,74.03,0.0392687501095473,0.382288487926762,0.231972976699297
176565,0,94.4,15.6031,781.774,200,28.938,481.385,53.006,118.417,877.51,863.718,82.987,2.11864406779661,0.0319246112297672,0.0960811283312377
176565,0,201.591,13.0528,1363.275,484.25,167.836,352.491,66.957,732.937,4330.22,1598.068,2.726,2.40214096859483,0.0373130081083917,0.00170580976529159
176567,0,173.506,3.8362,343.744,11.291,1.64,0,29.785,0,31.089,420.393,74.03,0.0650755593466508,0.0501084664976015,0.176097128163409
176567,0,199.883,4.6488,434.286,10.089,2.664,0,40.271,0,45.602,540.503,2.726,0.0504745275986452,0.0551941325156425,0.00504345026762109
176567,0,220.018,5.1368,413.246,9.741,3.653,0,23.253,0,44.96,505.609,82.987,0.0442736503376996,0.0751445086705202,0.16413275871276
176572,0,459.6,12.7997,320.9,19.9,40.3,0,3.5,324.7,80,507.9,2.726,0.0432985204525674,0.334995843724023,0.00536719826737547
176572,0,460.1,12.7965,491.7,13.4,34.3,0,19.6,284.2,75.6,718.4,5.108,0.0291241034557705,0.312101910828025,0.00711024498886414
176572,0,436.1,6.5854,443.7,9.4,37.6,0,19.9,3.2,57.4,679.9,74.03,0.0215546892914469,0.395789473684211,0.108883659361671
176593,0,58.786,3.0704,107.026,0.048,8.456,0,0.293,14.201,6.945,160.957,2.726,0.00081652094035995,0.549055256152198,0.0169362003516467
176593,0,48.921,2.5973,102.153,0,3.674,0,-6.36,9.772,8.203,153.424,5.108,0,0.309337374757936,0.0332933569715299
176593,0,63.976,2.7699,107.921,0,5.155,0,4.249,9.772,12.405,176.288,5.108,0,0.293564920273349,0.0289753131239789
176594,0,59.774,1.899,28.682,0,0.286,0,-28.201,0,0.705,0.767,2.726,0,0.288597376387487,3.55410691003911
176594,0,40.071,1.1519,37.95,0,0.22,0,-37.147,0,0.694,1.023,5.108,0,0.240700218818381,4.99315738025415
176594,0,38.602,0.8966,43.274,0,0.217,0,-42.598,0,0.673,0.893,2.726,0,0.243820224719101,3.05263157894737
176639,0,221.19,8.1286,353.248,0.058,12.892,0,61.597,0,136.141,445.921,2.726,0.00026221800262218,0.0865043312554938,0.00611319045301746
176639,0,201.41,7.8678,224.769,0.255,16.431,0,-40.75,0,191.307,216.53,137.408,0.00126607417705178,0.0790948213615227,0.634591049739066
176658,0,44.384,2.5025,8.422,0,0.933,0,-12.251,9.549,1.567,34.507,5.108,0,0.3732,0.148027936360738
176659,0,208.475,13.3049,1457.386,626.3,72.098,31.221,113.058,0,1259.594,1661.469,2.726,3.00419714594076,0.0541401465203666,0.00164071673922294
176659,0,255.51,16.5085,1858.125,696.845,74.505,90.932,119.096,0,1244.337,2074.118,137.408,2.72727094829948,0.0564927413594653,0.0662488826575923
176659,0,455,13.3485,3770.3,908.4,101.6,114.3,144.8,0,1678.5,4095.6,2.726,1.99648351648352,0.0570754451997079,0.000665592343002246
176670,0,270.565,2.3317,54.151,0,6.262,0,-8.54,4.495,23.937,140.452,82.987,0,0.207357859531773,0.590856662774471
176670,0,222.365,2.3958,95.741,0,7.688,0,-0.934,4.495,17.14,210.381,5.108,0,0.309650394715644,0.0242797591037213
176670,0,192.502,2.717,111.279,0,6.651,0,1.346,4.495,15.066,233.598,82.987,0,0.306257770410278,0.355255610065155
176760,0,1655,4.1569,5248,2110,463,0,308,0,4301,6394,2.726,1.27492447129909,0.0971872376154492,0.000426337191116672
176760,0,2202,61.8437,4472,1701,405,0,243,0,4129,5465,82.987,0.772479564032698,0.0893250992501103,0.0151851784080512
176764,0,46.865,0.3896,189.982,226.351,9.181,0,-36.59,0,305.35,179.867,2.726,4.82985170169636,0.0291894916558304,0.0151556427804989
176764,0,53.593,5.4716,378.252,220.754,26.498,0,0.205,0,284.362,415.514,5.108,4.11908271602635,0.0852409444766133,0.0122932079304187
176768,0,6.848,1.78,10.533,0.062,1.222,0,0.829,13.899,1.448,23.901,82.987,0.00905373831775701,0.457677902621723,3.47211413748379
176781,0,143.362,1.4623,41.36,0,2.008,0,-14.823,0,3.709,127.499,5.108,0,0.351233164246983,0.0400630593181123
176781,0,153.568,1.5799,51.475,0,5.64,0,-19.996,7.656,7.181,178.26,74.03,0,0.43990328367522,0.415292269718389
176781,0,172.555,1.5861,58.151,0,9.686,0,-22.31,7.656,7.426,199.259,74.03,0,0.566035530621786,0.371526505703632
176782,0,56.994,0.9057,26.127,10.125,14.318,0,-29.855,4.622,4.861,89.767,2.726,0.177650278976734,0.746545701027165,0.0303675069903194
176782,0,35.798,0.3851,26.09,0,9.637,0,-13.031,4.608,3.344,79.344,82.987,0,0.742392727832987,1.04591399475701
176833,0,281.766,1.4912,491.684,790.517,75.237,0,100.377,361.445,312.032,1041.013,5.108,2.80557980735788,0.194275813452665,0.00490675908946382
176833,0,381.12,1.4079,781.698,916.575,173.9,0,42.602,300.597,638.941,1570.38,137.408,2.40495119647355,0.213940979847227,0.087499840802863
176863,0,210.835,2.1414,63.939,0,10.566,0,6.926,1.656,15.358,185.293,82.987,0,0.407575991359358,0.447869050638718
176873,0,6.567,2.0844,107.973,54.24,6.803,0,9.266,10.193,86.233,134.186,74.03,8.25947921425308,0.0731222322541812,0.551696898335147
176873,0,8.792,2.7287,81.779,57.924,9.217,0,8,10.193,98.479,108.218,74.03,6.58826205641492,0.0855834942801961,0.684082130514332
176874,0,63.325,4.132,85.514,42.277,2.903,0,9.553,40.452,11.212,132.369,137.408,0.667619423608369,0.205667729365923,1.03806782554828
176874,0,69.03,4.4918,98.233,31.78,4.155,0,9.788,45.496,11.486,153.481,5.108,0.460379545125308,0.265647976472093,0.0332809924355458
176899,0,355.913,4.7789,2269.936,2358.784,361.365,17.552,-1558.859,612.48,3175.559,1181.814,74.03,6.62741737447073,0.102169286080221,0.0626409908835062
176899,0,255.964,-0.989,1990.028,2566.935,226.892,0,-1728.632,462.9,2433.643,591.044,2.726,10.0285001015768,0.0852805920613711,0.00461217777356677
176914,0,246.103,-2.1736,11.47,2180.706,7.994,45.824,-17.141,0,1517.507,15,137.408,8.86094846466723,0.00524024566355578,9.16053333333333
176914,0,152.931,-2.9686,32.516,2183.029,32.742,280.675,327.92,0,1588.557,416.79,137.408,14.2746009638334,0.0201949177788921,0.329681614242184
176917,0,450.7,5.0793,551.54,357.475,61.469,4.961,39.441,65.545,514.891,827.996,82.987,0.793155092078988,0.106650357415504,0.100226329595795
176928,0,1960,2.0939,1573.3,617.7,39.6,316,333.1,480.2,77.4,2162.7,137.408,0.31515306122449,0.338461538461538,0.0635353955703519
176928,0,2079.2,5.312,1592,447.9,41,33.6,363.8,484.3,82.6,2227.4,74.03,0.215419392073875,0.331715210355987,0.033236059980246
176928,0,2003.6,6.5255,1538.8,324.1,40.9,37.9,350.3,511.1,75.4,2154.9,137.408,0.161758834098622,0.351676698194325,0.0637653719430136
176954,0,302.122,5.1565,208.101,440.749,21.8,0,14.247,184.257,339.463,363.593,5.108,1.45884444032543,0.0603438492178828,0.0140486753045301
176963,0,9.46,0.0424,5.336,0,0.385,0,-9.111,0,1.253,9.067,74.03,0,0.235042735042735,8.16477335392081
176968,0,316.342,9.2711,281.548,379.336,40.507,0,14.435,44.654,358.866,471.34,137.408,1.19913258435491,0.101426486016831,0.291526286756906
177099,0,41.191,3.5012,7.976,95.827,11.441,0,34.52,138.898,2.093,110.861,2.726,2.3264062537933,0.84535244569233,0.0245893506282642
177099,0,43.19,4.0532,5.69,75.06,9.298,0,27.285,140.745,1.79,94.005,137.408,1.73790229219727,0.838564213564214,1.46170948353811
177108,0,403.381,7.454,1294.535,1614.192,157.885,77.534,182.24,1039.818,1208.283,1742.287,180.95,4.0016560026377,0.1155677779014,0.103857745595301
177108,0,507.297,8.1127,1449.67,1664.506,149.695,78.643,265.647,1116.302,1219.588,1976.5,203.437,3.28112722921681,0.109323638721871,0.102927902858588
177109,0,80.991,6.3495,6.562,226.27,16.001,0,40.367,0,311.026,83.145,82.987,2.7937672087022,0.0489286817296431,0.998099705334055
177109,0,63.379,7.2053,10.143,177.782,17.366,0,18.907,0,299.775,65.264,74.03,2.80506161346818,0.0547579783124856,1.13431600882569
177110,0,52.046,0.0143,23.471,0,0.184,0,-21.649,0,0.739,2.006,137.408,0,0.199349945828819,68.4985044865404
177111,0,93.825,4.588,33.091,0,7.712,0,4.602,88.958,3.904,104.544,137.408,0,0.663911845730028,1.31435567799204
177111,0,92.331,4.6987,24.978,0,6.933,0,-4.407,88.958,3.76,86.497,74.03,0,0.648368091274666,0.855867833566482
177124,0,2.979,4.4445,26.657,227.171,14.566,31.93,36.835,0,488.12,78.058,5.108,76.2574689493118,0.0289763391063208,0.0654385200748162
177124,0,2.268,7.3512,28.286,178.643,19.324,36.947,44.096,0,396.952,91.706,82.987,78.7667548500882,0.0464211244462808,0.904924432425359
177125,0,261.924,4.0187,146.401,0.594,8.682,0,-39.387,0,22.157,204.589,5.108,0.00226783341732716,0.281526638347547,0.024967129220046
177127,0,833.9,5.3647,791.121,405.521,25.635,214.5,41.126,62,630.291,1249.609,2.726,0.486294519726586,0.0390821525598924,0.00218148236768461
177127,0,141.791,2.6121,45.839,0,1.606,0,-0.607,0,3.649,128.729,82.987,0,0.305613701236917,0.64466437244133
177127,1,144.035,2.5646,47.142,0,1.965,0,-7.795,0,3.475,134.822,137.408,0,0.361213235294118,1.01918084585602
177206,0,47.445,8.8646,27.62,69,22.777,0,14.032,0,248.386,74.335,82.987,1.45431552323743,0.083997448029414,1.11639200914778
177225,0,109.66,3.1217,23.661,2.116,11.978,0,1.679,12.925,11.115,86.609,2.726,0.019296005836221,0.518685315896592,0.0314747889942154
177225,0,101.009,3.5942,36.31,5.741,14.802,0,-20.915,56.607,14.972,101.214,82.987,0.0568365195180627,0.497145160206892,0.819916217124113
177226,0,1.226,-0.9045,0.011,1.044,0.182,0,-11.85,0,0.281,0.154,2.726,0.851549755301795,0.393088552915767,17.7012987012987
177226,0,1345.3,9.3664,8837,1212.1,226.915,108.521,1599.8,323,1259.271,11724,5.108,0.900988627072029,0.152682773219503,0.00043568747867622
177227,0,88.499,0.1539,34.268,85,6.375,0,-81.172,0,17.564,36.059,5.108,0.960462830088476,0.266301850536781,0.141656729249286
177227,0,154.304,1.6398,42.513,89.136,5.222,0,-59.359,0,15.482,66.032,5.108,0.577664869348818,0.252221792890263,0.0773564332444875
177228,0,12.513,0.3421,14.927,0.477,0.304,0,-8.509,0,1.456,6.722,5.108,0.0381203548309758,0.172727272727273,0.759892889021125
177228,0,15.606,0.5739,12.571,0.106,0.373,0,2.74,0,1.812,15.684,2.726,0.0067922593874151,0.17070938215103,0.173807702116807
177256,0,90.186,4.8985,61.626,4.516,9.054,0,-37.198,13.395,26.975,106.115,137.408,0.0500742909098973,0.251297565849732,1.29489704565801
177256,0,182.45,8.0458,98.8,0.037,12.049,0,-4.915,22.553,31.344,190.675,74.03,0.00020279528637983,0.277671513838638,0.388252261701849
177257,0,373.202,4.306,272.832,0,12.975,0,73.433,0,46.82,519.212,137.408,0,0.216991387239736,0.264647196135682
177257,0,408.228,3.804,187.525,0,16.547,0,-85.809,0,43.656,309.101,5.108,0,0.274853412620634,0.0165253428491011
177284,0,27.206,0.3213,41.803,4.535,2.528,0,-43.523,0,4.016,0.808,5.108,0.166691171065206,0.386308068459658,6.32178217821782
177284,0,24.525,0.0716,29.668,2.081,2.308,0,-28.95,0,1.706,3.026,2.726,0.0848521916411825,0.574987543597409,0.900859220092531
177303,0,651.847,9.2053,2723.3,377.498,99.5,29.111,703,591.652,587.828,3937.9,2.726,0.579120560499626,0.144763489920387,0.000692247136798801
177315,0,215.966,1.8,58.186,0,27.031,0,-50.408,0,40.185,129.53,55.3,0,0.402151273506308,0.426928124758743
177315,0,191.013,2.3856,61.479,0,26.495,0,-29.482,0.619,35.524,131.663,58,0,0.427207791160773,0.440518596720415
177381,0,92.241,1.0131,432.544,200,15.545,0,-17.58,0,221.245,561.291,74.03,2.16823321516462,0.0656488871996284,0.131892369555186
177397,0,524.04,4.2418,2156.568,410.1,92.346,6.811,305.234,281.359,561.5,2897.179,74.03,0.782573849324479,0.141235092055316,0.025552442565682
177397,0,437.845,5.3198,352.247,279.032,37.044,0,33.836,11.49,366.4,604.773,82.987,0.637284883920109,0.0918194346675127,0.137220080922925
177429,0,204.857,6.1912,203.386,599.128,104.419,0,41.309,569.165,51.485,471.96,74.03,2.92461570754233,0.669764727011494,0.156856513263836
177429,0,278.054,7.1943,198.381,624.57,95.266,0,92.628,646.098,49.243,539.853,2.726,2.24621836046236,0.659239216934585,0.00504952274044972
177429,0,370.045,8.0387,188.636,592.2,86.146,0,124.025,651.099,50.784,557.691,74.03,1.60034590387656,0.629124370116118,0.132743759537091
177446,0,25.775,2.9909,56.287,4.522,1.099,0,0.234,0,5.604,65.387,74.03,0.175441319107662,0.163956437416082,1.13218223805955
177446,0,20.641,3.1053,45.457,3.376,1.034,0,-0.832,0,5.194,52.163,82.987,0.163557967152754,0.166024405908799,1.59091693345858
177487,0,81.22,3.6153,66.228,378.078,11.218,0,18.357,0,888.212,111.493,5.108,4.6549864565378,0.0124723435953882,0.0458145354416869
177528,0,34.038,3.9904,41.618,7.849,2.958,0,-8.683,20.715,1.045,50.456,74.03,0.230595217110289,0.738945790657007,1.46721896305692
177528,0,38.018,1.6526,85.506,4.312,3.813,0,-4.852,4.811,0.824,102.532,137.408,0.113419958966805,0.82229890015096,1.34014746615691
177528,0,18.524,0.3235,40.22,4.152,1.331,0,-5.752,3.811,0.613,48.111,74.03,0.224141654070395,0.684670781893004,1.53873334580449
177538,0,73.439,5.988,145.54,1.779,5.388,0,4.827,10.067,215.428,245.282,137.408,0.0242241860591784,0.024400405767698,0.560204173155796
177538,0,1244.7,8.7598,10389.6,2333.328,442,0,1280,989.111,2367,13312,5.108,1.87461074957821,0.157351370594518,0.000383713942307692
177650,0,73.919,2.5873,32.312,0,1.085,0,-2.554,0,3.716,63.948,137.408,0,0.225994584461571,2.14874585600801
177650,0,58.951,2.083,17.058,0,1.311,0,-12.905,0,3.048,34.066,5.108,0,0.300757054370268,0.149944225914401
177654,0,180.763,2.9624,64.173,0,5.388,0,12.589,2,9.586,187.769,137.408,0,0.359823694403633,0.731792787946892
177674,0,83.517,11.0964,145.292,91.633,11.06,11.382,13.925,89.97,324.587,188.787,82.987,1.09717782008453,0.0329512851299133,0.439580055830115
177697,0,596.066,5.6381,1801.195,1078.234,109.988,0,76.913,0,1277.461,2070.632,2.726,1.80891713333758,0.0792735444690219,0.00131650626475395
177697,0,585.984,7.3554,1633.072,785.216,131.5,0,107.846,0,1222.773,1978.192,74.03,1.33999563128003,0.0971000677116062,0.037423061057774
177739,0,52.3,15.8638,46.7,390,26.3,95.1,51.9,118.3,815.2,124.9,82.987,7.45697896749522,0.0312537136066548,0.664427542033627
