"gvkey","act","bkvlps","cogs","dltt","dp","dv","ebit","gdwl","ppent","revt","xlr","leverage_index","depre_index","saleadmin_index"
11462,162.98,-2.4764,409.535,123.964,16.417,0,41.157,63.917,78.223,581.515,982.3,0.76060866363971,0.173467878275571,1.68920836091932
11465,7315,55.6053,15187,2195,555,132,1020,1731,3134,18366,3144,0.300068352699932,0.150447275684467,0.171185886965044
11499,305.038,21.7374,396.39,35.911,26.049,78,103.577,791.412,34.369,524.961,209.945,0.117726316065539,0.431146347115098,0.399924946805572
11506,2530,12.4581,5678,8600,1507,284,1757,8,20272,9616,1270.3,3.39920948616601,0.069195096193581,0.132102745424293
11509,555,14.182,275.7,0,67.2,0,167.9,17.9,254.5,765.1,17.9,0,0.208890270438297,0.0233956345575742
11511,652.804,20.6081,252.199,758.233,40.56,0,152.405,271.8,625.702,513.337,160.78,1.16150176775878,0.0608769523100522,0.313205555025256
11535,901.819,16.7723,5077.958,20.075,103.554,0,34.925,0,680.936,7247.804,911.028,0.0222605644813427,0.132001682621831,0.125697107703244
11537,141.717,3.3497,416.877,0,6.34,0,0.52,0,25.677,449.484,419.14,0,0.198019801980198,0.932491479118278
11538,13.908,8.1331,131.521,18.479,6.006,0,2.262,0,74.699,149.018,297.567,1.32865976416451,0.074419180967722,1.9968527292005
11550,1331.1,32.5283,3284.9,3932,305.6,187,612,57.31,9601.5,4202.5,114.993,2.95394786266997,0.0308465645849946,0.027362998215348
11555,2050.4,37.5669,4501.4,2161.6,265.8,189.2,436,37.268,4938.1,5203.2,305.6,1.05423332032774,0.0510770768077788,0.0587330873308733
11566,580.134,11.0999,740.028,0.517,14.509,21.414,146.481,39.014,74.397,1248.517,151.9,0.000891173418555024,0.163194834994264,0.121664342576032
11580,719.142,11.7459,981.014,425.25,75.616,17.085,181.96,438.594,193.524,1457.03,99.138,0.591329667854193,0.280954150256372,0.0680411522068866
11584,1032.6,21.2729,336.249,758.233,95.296,0,212.304,621.92,0.247,1126.397,4.088,0.734294983536704,0.997414776592738,0.00362927102966361
11600,6452.6,28.3583,2799.451,2304,175.311,44.039,802.633,1886.963,484.641,6168.331,10017.117,0.357065368998543,0.265642046694305,1.62395905796884
11636,8639,8.6256,13163,7887,1085,230,2010,8649,2201,21633,5002,0.912952888065748,0.330188679245283,0.231220820043452
11644,414.02,6.6999,834.486,427.121,137.573,0,-11.046,447.609,936.744,1153.684,356.037,1.03164339886962,0.128056244106721,0.308608769819119
11649,768.032,-3.9554,4346.939,837.262,198.508,0,-210.807,0,1550.574,4334.64,2671.468,1.09013947335528,0.113492677873307,0.616306775187789
11657,8.793,7.1901,7.921,85.132,4.592,6.459,19.767,0,228.389,39.005,369.3,9.68179233481178,0.0197097617402277,9.46801692090758
11669,771.314,9.5935,802.172,284.684,50.005,0,-105.247,98.388,173.359,1616.305,293.629,0.36908963146008,0.223872244408231,0.181666826496237
11672,12215,23.454,1043.657,284.943,693.6,1093,5709,6501,2495.2,11793,3144,0.02332730249693,0.217511289513297,0.266598829814297
11694,95.414,5.6295,53.25,0,6.111,0,1.593,0,23.029,101.33,356.037,0,0.209711736444749,3.51363860653311
11721,2215.9,14.6324,7788.6,1086.4,144.3,0,1410.9,1049.6,403.6,9842.4,3144,0.490274831896746,0.263369227961307,0.319434284320897
11748,61.115,7.3395,217.646,55.142,13.174,0,-4.86,7.897,111.93,254.274,369.3,0.9022662194224,0.105304386750224,1.4523702777319
11796,142.865,11.0543,429.498,0,17.087,33.032,43.317,7.497,79.848,572.755,578.753,0,0.176272760096972,1.01047219142565
11805,12.236,0.7705,13.341,0,0.787,0,-1.688,0,1.809,24.086,854.92,0,0.303158705701079,35.4944781200698
11811,393.102,8.7864,419.958,272.732,71.508,30.461,186.49,537.106,274.67,836.586,10017.117,0.69379448590951,0.206564253072119,11.9738042472621
11872,15.382,10.1819,101.022,0.078,3.873,6.981,3.357,4.813,24.113,117.768,38.003,0.00507086204654791,0.13839062388337,0.322693770803614
11903,167.438,9.2186,669.601,189.541,20.895,0,15.583,8.135,169.343,800.57,10017.117,1.13200707127414,0.109836100043104,12.5124811072111
11923,6675,41.6848,3537,12722,4194,180,1635,5282,37957,10842,146.754,1.90591760299625,0.0994994187563759,0.013535694521306
11929,24.441,0.5545,15.9,0,0.135,0,-12.724,0,1.052,3.311,854.92,0,0.113732097725358,258.205980066445
11930,32.142,3.8018,21.58,0.008,0.229,1.975,-0.429,0,0.551,50.503,92.3,0.000248895526102918,0.293589743589744,1.82761420113657
11976,503.337,1459.8734,1333.3,1711.032,277.132,0,90.241,1271,8356,831.749,16.003,3.399376560833,0.0321009802699646,0.0192401794291307
12053,9783.322,8.5245,5786.67,0,1195.2,0,2804.851,11772.65,2528.432,17015.126,2708,0,0.32097693864485,0.159152509361376
12065,261.16,22.4329,313.991,475.174,84.6,0,36.269,82.089,1194.2,378.665,6.021,1.8194746515546,0.0661557710353456,0.0159005981540412
12075,476.409,9.9612,225.306,131.25,73.9,0,195.489,161.153,114.451,778.191,854.92,0.275498573704527,0.392352575776078,1.09859918708903
12088,1673.979,55.1717,159.535,326.7,15.433,0,340.93,626.527,31.02,1447,5.905,0.195163738613208,0.332228273739048,0.00408085694540429
12091,30.059,6.3737,51.646,0,5.815,10.566,4.688,15.967,28.164,97.101,297.567,0,0.171135112863828,3.06451014922606
12096,19.448,1.8516,70.77,3.317,0.495,0,0.207,0.837,4.467,82.568,578.753,0.170557383792678,0.0997581620314389,7.00941042534638
12141,55676,5.3271,9888,4939,2507,4578,24157,12394,7630,62484,13934,0.0887096774193548,0.247311827956989,0.223001088278599
12142,754.788,1.063,8067.638,4300,736.273,372,2075.008,1919,2416.5,12409,5002,5.69696391569553,0.233531878127604,0.403094528165041
12144,1341.4,13.1777,5058.971,1673,693.6,0,455.6,178.8,4793.075,7526.79,305.6,1.24720441329954,0.126415360851518,0.0406016376170984
12171,193.86,4.3644,36.854,313.004,21.372,21.414,-6.9,220.597,42.774,127.47,369.3,1.61458784689982,0.333177438967356,2.89715227112262
12181,477.389,3.9524,16.851,468.954,97.336,0,79.553,169.533,103.304,482.212,351.805,0.98233097117864,0.485127591706539,0.729565004603784
12189,76.831,2.6123,67.278,171.65,22.381,0,30.937,233.952,40.165,222.74,171.903,2.23412424672333,0.357832635180507,0.771765286881566
12206,4253,-0.24,12105,10995,2482,0,3896,4148,6679,24102,6847,2.58523395250411,0.270931121056653,0.284084308356153
12210,898.153,36.371,103.576,272.732,56.1,59.034,343.3,459.409,879.1,697.825,86.5,0.303658730750774,0.0599871685201026,0.123956579371619
12215,695.658,4.1255,332.609,0,52.528,0,98.089,31.836,260.122,877.532,10017.117,0,0.168008955701263,11.415101671506
12216,1264.301,0.1774,223.587,766.96,45.489,205.103,563.411,0,257.035,1169.988,1255.659,0.606627693879859,0.150364929724584,1.0732238279367
12234,713.6,-0.094,455.968,209.721,0.282,20.15,-694.576,2.571,170.3,11.422,5.1,0.293891535874439,0.00165316387426575,0.446506741376291
12236,133.928,-0.8971,1744.298,0,58.822,6.335,124.488,36.282,20.896,2035.4,2423.102,0,0.737876012945633,1.19047951262651
12250,290.784,11.6046,40.44,0,2.405,0,-80.762,0,11.235,66.245,176.988,0,0.176319648093842,2.67171862027323
12252,58.88,-0.2109,13.627,13.694,5.721,0,-67.022,0,14.869,33.641,1004.974,0.23257472826087,0.277853326857698,29.873487708451
12262,447.821,21.7339,573.668,0,18.62,0,47.424,13.907,168.242,771.335,213.115,0,0.099645727863343,0.276293698587514
12266,297.699,9.2088,1534.103,0,152.242,130.676,128.675,0,841.055,1815.02,527.576,0,0.153269364550583,0.290672279093343
12304,13.367,1.6437,36.067,0.008,0.118,0,-2.686,8.595,0.334,40.874,524.285,0.000598488815740256,0.261061946902655,12.8268581494348
12312,7.812,7.9675,1.353,0,31.206,97.944,25.653,53.764,242.131,197.784,369.3,0,0.114166761177594,1.86718844800388
12338,1193.072,2.0763,4415.05,2983.719,209.8,0,490.147,913.084,2664.641,5114.997,2026.386,2.50087086110478,0.0729881044697038,0.396165628249635
12377,7.456,0.4087,4.615,0,0.044,0,-3.891,0,0.11,0.768,10017.117,0,0.285714285714286,13043.12109375
12379,185.445,10.9219,372.649,0,0.255,0,6.105,0,106.985,341.925,369.3,0,0.00237784408802686,1.08006141697741
12389,4066.626,9.3701,2494.053,4520.591,255.171,94.145,996.623,29.59,815.112,4859.336,960.9,1.11163185402346,0.238414512797083,0.197743066130846
12392,1369.565,26.2294,2312.105,1738.936,236.499,9,199.341,0,2942.819,2747.945,764.933,1.26969950312691,0.0743867080927419,0.278365469469003
12403,7631.4,20.8895,6939,9263.144,983.944,152.338,466.645,2586.1,9662,10310.947,22.574,1.21381974473884,0.0924243073230519,0.00218932363826523
12421,1485.412,11.1886,3458.79,2077,1433.553,704,1505,2362,5691.5,8521,2026.386,1.39826526243224,0.201198924415018,0.237810820326253
12428,661,21.1376,1278,1798,238,78,267,561.002,4133,1783,621.012,2.72012102874433,0.0544497826584306,0.348296130117779
12433,94.02,3.3788,49.84,0,4.685,29.985,42.378,23.482,22.717,143,419.14,0,0.170972921684549,2.93104895104895
12441,621.102,1.9487,552.238,180,35.874,0,157.168,510.265,47.614,1288.454,300.635,0.289807471236608,0.429690494442315,0.233330021871173
12445,857,24.328,763.4,388.4,44.8,16.4,129.7,428,197.5,1274.6,253.271,0.453208868144691,0.184894758563764,0.198706260787698
12458,10.109,2.3416,14.121,2.46,0.726,0,1.258,0,4.092,23.255,1004.974,0.243347512117915,0.150684931506849,43.2153945388089
12471,2067.867,16.1951,18669.9,24.566,19.106,8.911,180.866,287.434,64.106,19131.147,162.451,0.0118798742859188,0.229606306782676,0.00849144068570483
12478,75.031,3.7737,183.058,74.997,24.629,0,53.024,9.098,179.725,376.759,10017.117,0.999546853967027,0.120521252336632,26.5875984382589
12482,11.936,1.6018,14.731,0,0.498,0,1.124,2.571,1.273,24.367,578.753,0,0.281197063805759,23.7515081873025
12485,1639.875,-21.3308,3007.883,12126.732,983.944,140.734,1536.249,525.24,3430.567,7231.249,151.9,7.39491241710496,0.222888560023975,0.0210060530345449
12540,3216.05,10.3455,270.832,1513.662,277.2,0,1016.34,3641.844,448.881,3800,764.933,0.470658727320782,0.381775587021283,0.201298157894737
12545,268.463,6.8805,679.254,60.619,23.427,19.141,91.053,565.651,72.659,860.526,356.037,0.225800203379982,0.243812834335907,0.413743454584754
12559,306.928,16.8067,283.936,7.571,14.323,0,58.99,53.815,59.653,430.632,490.791,0.024667022884846,0.193616848707689,1.13969932564231
12568,76.664,43.929,17.482,0,0.613,0,11.441,0,9.781,37.58,16.003,0,0.058976332499519,0.425838211814795
12575,139.588,22.1139,233.155,0,143.242,0,-2.158,1561.155,129.601,649.749,86.5,0,0.524997892560923,0.133128331094007
12576,172.797,5.4723,223.599,7.655,11.821,0,48.378,22.608,36.83,458.024,104.519,0.0443005376250745,0.242975478407433,0.228195465739787
12578,921.8,-1.098,1167.8,922.9,62.1,45.5,126,397.4,646.1,1592.7,982.3,1.00119331742243,0.0876870940412313,0.616751428392039
12581,35.707,-0.7671,55.388,0,1.055,0,-2.314,30.443,3.825,80.571,419.14,0,0.216188524590164,5.20211986943193
12589,406.2,-1.0466,1579.6,1496.8,76.4,26,343.3,431.3,685.4,1999.3,982.3,3.6848842934515,0.100288789708585,0.49132196268694
12593,1446.246,20.3853,202.536,400,255.9,156.424,785,412.694,327.9,2035.4,453.573,0.276578120181491,0.438335046248715,0.222842193180702
12597,39.284,5.2497,6.62,779.9,61.427,0,-45.008,432,879.1,0.1,132.445,19.8528663068934,0.0653112563488342,1324.45
12598,96.553,15.7141,305.499,17.201,27.035,0,-0.54,0,165.377,331.994,109.727,0.178150860149348,0.140505789659689,0.33050898510214
12621,18.255,1.1268,20.718,4.092,0.461,0,-1.844,4.931,0.863,30.561,578.753,0.224157764995892,0.348187311178248,18.9376329308596
12625,87.706,13.3938,430.825,0,51.916,0.877,34.179,0,372.059,516.92,131.519,0,0.122450616191992,0.254428151358044
12635,1417,21.9809,2054,3353,332,0,1007,4377,267,4133,960.9,2.36626676076217,0.554257095158598,0.232494556012582
12658,2582,18.3421,2151.1,62.075,304.515,189,986.982,1945.9,847.984,5162.998,1534.4,0.0240414407436096,0.264221487393915,0.297191670420945
12669,57.278,0.0077,411.066,349.128,32.017,0,30.609,0,368.184,491.262,419.14,6.0953245574217,0.0800022988448305,0.853190354637647
12684,361.564,19.0358,909.938,138.945,127.936,73.55,73.034,40.969,1341.002,1274.6,293.022,0.384288811939242,0.0870942136427814,0.229893299858779
12691,66.066,2.3856,45.318,23.667,6.914,0,4.567,0,36.722,82.184,1004.974,0.358232676414495,0.158447153726281,12.2283412829748
12711,29.095,0.136,18.197,0,0.516,0,-18.56,0,1.265,0.153,524.285,0,0.28972487366648,3426.69934640523
12713,666.337,18.2639,91.54,0,1.484,0,71.49,40.594,22.314,273.123,104.519,0,0.0623581813597781,0.38268106311076
12719,14.912,1.2393,13.236,3.712,1.006,0,-1.136,0,7.432,24.23,3.155,0.248927038626609,0.119222564588765,0.130210482872472
12722,672.39,12.4158,1142.672,351.1,135.338,49.808,163,0,318.126,1893.208,536.954,0.522167194634067,0.29845368099783,0.283621239715869
12731,877.3,6.1381,3641.9,9263.144,893.719,319,69.698,4937,6601,5842,146.754,10.5586959990881,0.119246498767999,0.025120506675796
12734,785.008,18.9031,620.159,0,18.795,0,111.356,281.848,128.055,914.975,356.037,0,0.127987742594484,0.389122107161398
12744,555.85,19.8308,153.867,0,5.394,0,87.7,6.916,187.002,326.886,176.988,0,0.0280359259028254,0.541436464088398
12788,1673.979,16.3223,2347.245,363.902,127.654,0,130.343,105.922,421.949,3364.428,908.211,0.217387434370443,0.232265835521276,0.26994514372131
12789,93.733,1.8886,72.49,8.798,7.581,0,0.365,1.717,15.114,146.635,578.753,0.0938623537068055,0.334038334434898,3.94689535240563
12791,1975.346,10.946,2209.513,1354,700,187,700.767,510.265,6892.3,4047.8,524.285,0.685449536435642,0.0921986749733282,0.129523444834231
12796,855.777,13.371,1402.599,487.437,85.8,22.657,134.873,1444.993,211.45,1623.272,578.753,0.569584132314844,0.288645920941968,0.356534825956463
12801,204.281,1.0357,4928,15.5,3.862,0,98.089,82.089,0.459,5438.678,2708,0.0758758768558995,0.893774589215459,0.497915118343097
12804,36.531,2.8531,93.449,1.059,1.303,0,-2.64,5.758,3.97,100.763,10017.117,0.0289890777695656,0.247107908211644,99.4126514692893
12815,462.645,18.7779,588.604,77.15,148.022,0,50.589,104,222.32,1025.939,178.199,0.166758529758238,0.399690016255245,0.173693562677703
12818,3.517,0.2688,3.528,0.131,1.032,0.037,-4.009,0,3.96,5.286,524.285,0.0372476542507819,0.206730769230769,99.1836927733636
12825,220.531,20.5816,439.738,0.619,29.185,7.749,77.346,70.07,110.092,696.703,293.629,0.00280686162036176,0.209546443418511,0.421455053301048
12828,1341.4,19.6824,66.746,432.9,180.994,0,633,475.222,371.493,1692.041,351.805,0.322722528701357,0.327598658429972,0.207917538641203
12840,193.786,3.685,359.435,0,61.949,97.944,78.132,4.815,220.452,499.516,167.98,0,0.219365370519226,0.336285524387607
12850,1146.061,22.8895,964.108,67.923,192.394,0,358.533,161.374,498.829,1850.222,171.903,0.0592664788348962,0.278338539082178,0.0929093914135709
12868,863.841,3.7222,816.511,701.005,53.861,0,135.64,332.488,220.35,1837.62,524.285,0.811497717751299,0.196421733628483,0.285306537804334
12874,23.728,1.3479,1.504,0,1.643,0,-4.518,45.689,2.774,24.575,10017.117,0,0.371971926647046,407.614120040692
12879,4573.393,22.4614,10201,10995,1713,823,1383.5,8649,7051.3,18832,641.756,2.40412315320376,0.195452004153212,0.0340779524214104
12884,80.652,6.3445,179.138,302.457,39.436,0,-0.178,75.239,126.237,247.166,297.567,3.75014878738283,0.238035165657651,1.20391558709531
12886,18024,9.5821,21015,13191,1185,418,4459,13749,5980,32778,4121.4,0.731857523302264,0.165387299371947,0.125736774665934
12895,676.426,13.0909,2452.138,667.81,91.5,0,114.371,209.631,653.137,2818.04,960.9,0.987262464778113,0.12287866436935,0.340981675206881
12915,97.485,2.2248,24.645,0,3.012,0,-3.354,0,19.611,75.015,854.92,0,0.13313884100252,11.3966540025328
12926,31.772,49.1613,85.927,67.272,10.908,0,14.503,1.087,205.24,111.338,146.754,2.11733601913635,0.0504654218405907,1.31809445113079
12942,5835,15.2195,32.585,2195,394,1374,1505,40.628,6486,5409.116,960.9,0.37617823479006,0.0572674418604651,0.177644554119379
12945,1025.991,16.1338,1769.519,112.466,40.152,0,96.452,0,235.714,2013.393,112,0.109616945957616,0.145548925927806,0.0556274905098011
12950,293.93,7.7866,4418,0,17.41,0,1049,0,10264,4172.4,2501,0,0.00169334750778347,0.599415204678363
12964,6.487,0.0692,0.927,44.403,0.344,0,-11.049,3.813,38.315,1.023,10017.117,6.84492061045167,0.0088983160454228,9791.90322580645
12972,419.911,16.9108,2556.537,725.314,78,15.47,111.02,0,1089.391,3399.231,960.9,1.72730411920621,0.0668156598774532,0.282681582981563
12992,67.441,3.251,101.964,16.069,2.665,0,-1.702,20.102,6.095,147.781,524.285,0.238267522723566,0.304223744292237,3.54771587687186
12994,41.738,9.0431,76.301,21.959,4.119,3.452,11.08,1.469,76.134,91.5,293.022,0.526115290622454,0.0513251841052671,3.2024262295082
13003,2361.927,13.0918,2290.959,396.326,59.749,72.088,692.99,125.686,378.024,3524.334,641.756,0.167797734646329,0.136483976855585,0.182092843640813
13011,588.2,20.9533,313.991,0,31.908,127.792,266.025,63.405,29.891,1236.636,369.3,0,0.516319034288581,0.298632742375283
13013,74.286,7.9675,17.015,0,2.01,0,7.335,3.62,3.401,68.565,293.022,0,0.371465533173166,4.2736381535769
13032,622.23,26.9511,936.494,432.271,43.42,4.135,211.907,543.324,222.32,1293.339,1270.3,0.694712566092924,0.163392789945059,0.982186418255384
13071,111.025,-2.2172,313.991,487.217,53.997,0,40.409,143.353,194.23,548.537,132.8,4.38835397433011,0.217530727922426,0.242098527537796
13092,274.922,9.8533,1836.855,352.63,101.514,0,66.922,85.041,878.039,2297.531,982.3,1.28265471661053,0.103632983615996,0.427545917769989
13128,68.332,10.6997,80.692,0.767,1.684,1.685,9.894,0,8.664,144.875,213.274,0.0112246092606685,0.16273676072671,1.47212424503883
13174,37.637,2.7527,85.933,6.021,15.344,0.001,0.147,0.201,49.716,108.319,578.753,0.15997555596886,0.235843836458654,5.34304231021335
13176,54.072,10.7528,80.6,0.038,0.716,0,-3.531,0,72.659,24.426,1270.3,0.000702766681461755,0.00975809199318569,52.006059117334
13184,35.974,0.2799,16.743,0,0.108,0,-16.751,0.184,0.319,0.1,1004.974,0,0.252927400468384,10049.74
13200,205.802,8.2151,246.365,78.852,87.374,0,34.496,0,369.814,425.554,293.022,0.383144964577604,0.191111752714419,0.688565963426498
13235,6.966,3.121,1.666,0.944,0.417,0,-0.69,0,2.711,4.386,10017.117,0.135515360321562,0.133312020460358,2283.88440492476
13239,1197.645,32.7203,2608.303,4911,257.1,116.2,367.8,0,5753.972,3151.268,5.1,4.10054732412359,0.042771073113082,0.00161839615037502
13245,860.215,11.3906,2765.104,0,567,1501,1927,29.59,2100,9156.274,6847,0,0.21259842519685,0.747793261756911
13251,1140.817,2.9478,1675.784,0,17.1,0,321.066,0,387.148,2271,2026.386,0,0.0423007658664978,0.892287978863937
13288,17.041,0.0839,1.951,5.049,0.313,0,-20.014,0,2.169,0.836,524.285,0.296285429258846,0.12610797743755,627.135167464115
13316,272.048,7.4968,61.025,140.5,309.2,0,1.895,0,1220.028,605.674,39.189,0.516452978886079,0.202193525098939,0.064703124122878
13323,344.968,29.2469,1586.119,62.075,44.43,13.996,209.841,0,493.727,1925.445,99.138,0.179944226710883,0.0825595504657563,0.0514883572368985
13353,646.556,27.5061,755,92.621,14.469,0,47.7,629.023,78.097,942.65,891,0.14325286595438,0.156310092258497,0.945207659258473
13354,652.804,9.2076,3.528,281.7,4.557,0,55.341,0,0.071,208.628,490.791,0.43152309115753,0.984658599827139,2.35246946718561
13375,182.576,4.2538,211.617,865.23,126.114,0,86.711,73.932,829.422,651.25,167.98,4.73901279467181,0.131982468478425,0.257934740882917
13381,3588.796,10.447,5020.751,2188,267.807,127.292,891,1919,2620.9,6545.791,2957,0.609675222553748,0.092708260131609,0.45174066816371
13406,272.048,6.1332,316.884,3.721,22.082,0,58.304,26.91,186.834,482.341,578.753,0.0136777333411751,0.105697983878688,1.19988348492042
13421,879.406,1.0357,88.095,406.404,82.508,0,7.186,158.893,285.115,935.954,222.337,0.462134668173745,0.2244364471211,0.237551204439534
13424,715.732,8.5229,1592.591,0,49.754,0,-9.338,77.865,365.699,1681.616,908.211,0,0.119758432361783,0.540082277999258
13427,55.989,18.5532,1396.776,1354,519.5,173.1,545,72.936,6608,2984,98.433,24.1833217239101,0.0728867064188004,0.0329869302949062
13428,24.441,0.7983,0.667,4.041,2.95,0,6.424,31.987,130.147,12.819,578.753,0.165336933840678,0.0221642861972847,45.1480614712536
13431,142.866,19.2498,264.408,1108.965,182.657,16.181,174.288,0,2655.792,676.51,5.1,7.76227373902818,0.0643509888675118,0.00753869122407651
13440,972,-0.094,1490,6268,876,0,-88,1427,5302,3651,49.073,6.44855967078189,0.141793460666882,0.0134409750753218
13480,60.782,6.4211,29.599,25.205,6.038,0,51.007,180.602,7.806,132.188,297.567,0.414678687769405,0.436145622652413,2.25108935758163
13484,413.665,11.396,44.421,748.122,169.665,0,12.706,102.049,347.921,411.711,86.5,1.80852138807973,0.327800597388646,0.210098831461875
13498,1244,29.1532,9112,8011,1416,237,2308,3320,30967,14450,2423.102,6.43971061093248,0.0437266466973412,0.167688719723183
13505,46.453,0.7983,59.715,1.862,1.82,0,4.479,8.65,5.538,111.363,524.285,0.04008352528362,0.247349823321555,4.70789220836364
13526,626.631,19.4916,2737.729,1519.393,59.2,49.808,303.74,432.124,2305.884,3151.268,149.894,2.42470129948885,0.0250308234295272,0.0475662495224145
13531,11.247,-2.4764,4.361,170.109,8.898,229.7,33.3,196.4,145.591,423.57,982.3,15.124833288877,0.0575963337195528,2.31909719762967
13550,2399.2,40.2698,2839.3,0,152.7,1253,923,696,399,7320,4117,0,0.276780859162588,0.562431693989071
13570,263.659,23.0205,415.915,208.92,16.529,0,124.488,369.989,43.656,719.121,253.271,0.792387136414839,0.274636537343192,0.352195249478182
13582,1662,9.0341,3079.562,7983.693,444,360,119,2205.4,6309.476,5409.116,146.754,4.80366606498195,0.06574392209286,0.0271308657459001
13599,4343.199,12.7214,251.018,1268.161,258.734,0,1036.864,1896.344,509.919,3625.745,213.274,0.291987772146752,0.336607025536881,0.0588221179371412
13619,3262,21.2647,78.296,221,288.162,0,1163,0,1102,2201.232,524.285,0.0677498467198038,0.207286632780928,0.238177983965343
13623,350.192,20.7839,319.934,85.182,23.519,0,64.155,295.068,140.895,713.723,400.27,0.243243706309682,0.143047429051054,0.560819813849351
13630,38.026,5.1023,62.436,9.858,2.644,0,1.756,0,23.223,73.058,1004.974,0.259243675380003,0.102215177639463,13.7558378274795
13634,326,7.4278,7832.096,91.407,311.544,319,1163,2038.6,923,10788.7,4314,0.280389570552147,0.252355525602976,0.399862819431442
13646,14.643,20.9805,49.632,0.276,0.255,0,-2.805,0,0.377,31.816,185.583,0.0188485965990576,0.403481012658228,5.83300854915766
13657,180.858,0.0417,264.725,643.556,104.76,0,42.26,193.126,311.684,478.855,1004.974,3.55834964447246,0.251558432826502,2.09870211233046
13700,1315.045,12.9776,1022.302,604.015,65.868,29.077,393.943,1303.055,423.105,2221.014,132.8,0.459311278321274,0.134706824303182,0.0597925091872451
13704,644.063,16.5302,398.938,373.564,72.869,55.165,40.195,345.27,9.487,831.749,176.988,0.58001158271784,0.884804992957404,0.212790156645815
13710,70.334,2.4783,498.021,1579.703,126.796,13.834,229.149,246.259,1676.641,977.592,369.3,22.4600193363096,0.0703079730536747,0.377764957160042
13714,5334.7,14.4378,8985.3,5973.5,562.3,141.7,1806.7,8523.5,2694.2,14059.8,6847,1.11974431551915,0.172670044526332,0.486991280103558
13733,10.585,1.8703,7.785,0,0.282,2.5,4.415,0,1.067,20.109,524.285,0,0.209043736100815,26.0721567457357
13765,22.985,4.3052,51.031,0,3.346,0,3.597,0,12.968,65.553,171.903,0,0.205099914184136,2.62235137979955
13782,1202.4,19.8214,3079.562,0,129.3,0,77.827,507.962,5.631,3495.747,2671.468,0,0.958267558974587,0.764205189906478
13789,237.992,18.5232,345.977,312.816,63.636,0,77.46,25.506,444.743,556.299,104.519,1.31439712259236,0.125174328601299,0.187882775270134
13794,22.161,0.317,15.151,0,0.492,0,-5.254,0,1.701,23.088,524.285,0,0.224350205198358,22.7081167706168
13800,99.749,19.7173,153.763,1.325,2.699,0,51.657,101.06,4.514,336.924,91.455,0.0132833411863778,0.374185498405656,0.271441037147843
13824,347.175,11.908,160.915,512,30.918,3.579,114.966,665.953,30.975,605.643,490.791,1.47476056743717,0.499539527894915,0.810363530991029
13831,1286.7,15.5125,20.507,740.649,38.9,31.9,80.849,411,11.926,533.425,3.881,0.575619025413849,0.765356313697714,0.00727562450203871
13839,135.129,3.6572,138.298,115.9,21.828,0,22.65,37.694,150.483,227.105,171.903,0.857698939531855,0.126677925379111,0.756931815679972
13906,160.128,13.1923,219.353,14.939,9.556,0,15.183,13.729,33.767,382.432,167.98,0.0932941147082334,0.220575675738061,0.439241486068111
13913,1057.039,42.1829,5568.8,8051,867,432.11,1505,10.341,993.6,8106.6,911.028,7.6165590862778,0.465978716543051,0.112381022870254
13940,900.027,26.3545,951.697,546.401,202.603,42.6,526.7,0,1537.226,1975.505,369.3,0.60709400940194,0.116449949966347,0.186939542041149
13962,281.388,1.1827,1775.186,1111.088,82.491,139.763,166.848,248.939,652.768,2099.06,149.894,3.9485976658564,0.112193118343332,0.0714100597410269
13963,526.763,-0.6169,295.988,506.052,10.79,117.459,130.474,224.4,55.412,524.961,1540.417,0.96068250807289,0.162986012507175,2.9343455990064
13990,978.638,21.9709,1231.672,0,55.365,0,259.141,115.278,129.252,2295.751,419.14,0,0.299891125952648,0.182572064653353
14027,752.537,29.5925,1210.74,270.846,102.78,0,212.012,60.252,655.394,1731.244,114.993,0.35991054260455,0.135562548966332,0.0664221796580956
14084,506.792,13.6648,510.41,423.647,61.89,14.885,77.934,115.616,488.121,914.356,351.805,0.835938609922809,0.112525022226828,0.384757140544821
14108,44.251,7.0116,30.6,0,1.57,0,3.661,0.569,1.896,56.951,369.3,0,0.452971725331795,6.48452178188267
14112,232.836,11.5913,11.766,17.25,7.088,5.801,47.7,19.015,1.357,194.485,172.533,0.0740864814719373,0.839313203078745,0.887127541969818
14113,246.863,9.2076,702,0,16.887,0,20.92,125.5,57.646,654.268,536.954,0,0.226570780728,0.820694272071995
14150,2281.2,39.6747,1737.3,1494.227,1069,404.868,574.309,0,7940.7,4418.2,16.003,0.655017972996669,0.118649899552704,0.00362206328369019
14163,300.287,2.5817,645.968,1703.339,133.404,0,248.736,1014.257,709.208,1375.232,519.179,5.6723700992717,0.158321979748686,0.377521029179077
14169,46.157,8.3349,37.797,0,6.681,20.091,36.665,39.268,39.815,114.367,297.567,0,0.143689779766001,2.60186067659377
14170,12.538,1.8251,16.355,0.153,0.578,0,-0.178,1.435,3.094,26.053,1004.974,0.01220290317435,0.157407407407407,38.5742141020228
14182,361.564,12.7556,593.102,236.171,36.306,22.358,77.497,70.909,260.488,852.538,1004.974,0.653192795742939,0.122327270766929,1.17880258709876
14225,1085.698,8.6991,1053.88,0,40.755,182.814,429.724,520.562,363.419,2269.471,1255.659,0,0.100835283813407,0.553282681294451
